ytid,aspect_list,caption,is_genre_pop,is_genre_rock,is_genre_jazz,is_genre_classical,is_genre_hip-hop,is_genre_country,is_genre_electronic,is_genre_reggae,is_genre_blues,is_genre_folk,is_genre_r&b,is_genre_metal,is_genre_punk,is_genre_soul,is_genre_gospel,is_genre_latin,is_genre_reggaeton,is_genre_disco,is_genre_indie,is_genre_alternative,is_genre_house,is_genre_techno,is_genre_trance,is_genre_dubstep,is_genre_ambient,is_genre_new age,is_genre_bluegrass,is_genre_grunge,is_genre_emo,is_genre_post-rock,is_genre_post-punk,is_genre_shoegaze,is_genre_industrial,is_genre_experimental,is_genre_noise,is_genre_synthwave,is_genre_chillwave,is_genre_lo-fi,is_genre_acoustic,is_genre_instrumental,is_genre_soundtrack,is_genre_world,is_genre_funk,is_genre_swing,is_genre_bossa nova,is_genre_k-pop,is_genre_j-pop,is_genre_c-pop,is_genre_t-pop,is_genre_amapiano,is_genre_afrobeats,is_genre_dancehall,is_genre_trap,is_genre_grime,is_genre_drum and bass,is_genre_dub,is_genre_salsa,is_instrument_guitar,is_instrument_piano,is_instrument_drums,is_instrument_bass,is_instrument_strings,is_instrument_voice,is_instrument_keyboard,is_instrument_synth,is_instrument_violin,is_instrument_saxophone,is_instrument_choir,is_instrument_trumpet,is_instrument_flute,is_instrument_clarinet,is_instrument_trombone,is_instrument_cello,is_instrument_harp,is_instrument_accordion,is_instrument_synthesizer,is_instrument_turntables,is_instrument_theremin,is_instrument_ukulele,is_instrument_banjo,is_instrument_mandolin,is_instrument_marimba,is_instrument_percussion,is_instrument_harmonica,is_instrument_didgeridoo,is_instrument_bagpipes,is_instrument_sitar,is_instrument_tabla,is_instrument_hats,is_instrument_kick,is_instrument_snare,is_instrument_tom,is_instrument_djembe,is_instrument_bongos,is_instrument_conga,is_instrument_timbales,is_instrument_steel drum,is_instrument_kalimba,is_instrument_zither,is_instrument_ocarina,is_instrument_bassoon,is_instrument_oboe,is_instrument_horn,is_emotion_happy,is_emotion_sad,is_emotion_angry,is_emotion_relaxed,is_emotion_excited,is_emotion_nostalgic,is_emotion_romantic,is_emotion_melancholic,is_emotion_energetic,is_emotion_calm,is_emotion_mysterious,is_emotion_joyful,is_emotion_hopeful,is_emotion_intense,is_emotion_peaceful,is_emotion_reflective,is_emotion_playful,is_emotion_dramatic,is_emotion_eerie,is_emotion_triumphant,is_emotion_depressed,is_emotion_anxious,is_emotion_confident,is_emotion_powerful,is_emotion_moody,caption_without_genre
aE_CVWMWK74,"['sound fx', 'space shuttle take off', 'laser gun sounds', 'rocket launcher firing', 'dramatic orchestral score', 'cymbal crashes', 'tense dissonant string harmonies']","Sound from a cartoon space battle featuring a space shuttle takeoff, laser gun sounds and a rocket launcher firing. Background score is dramatic orchestral, featuring cymbal crashes and tense, dissonant string harmonies.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sound from a cartoon space battle featuring a space shuttle takeoff, laser gun sounds and a et launcher firing. Background score is dramatic orchestral, featuring cymbal crashes and tense, dissonant string harmonies."
aHZdDmYFZN0,"['low quality', 'classical', 'wide strings melody', 'suspenseful', 'intense']",The low quality recording features a classical song that contains a wide string melody. It sounds suspenseful and intense.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The low quality recording features a song that contains a wide string melody. It sounds suspenseful and intense.
aJHv6TV7JpY,"['pop song', 'romantic theme', 'female voice', 'foreign language', 'accordion song', 'moderate tempo', 'no percussion', 'minimal instruments']",This pop song features a female voice singing the main melody in a foreign language. This is accompanied by an accordion playing a harmonized melody in the background. There is no percussion in this song. Minimal instruments are used in this song. The theme of this song feels romantic.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This song features a female voice singing the main melody in a foreign language. This is accompanied by an accordion playing a harmonized melody in the background. There is no percussion in this song. Minimal instruments are used in this song. The theme of this song feels romantic.
aLnBwjLUZao,"['rock song', 'blues song', 'male voice', 'low quality audio', 'overdriven guitar', 'percussion', 'bass', 'happy mood', 'moderate tempo']","This blues song features a male voice singing the main melody at a comfortable pitch. This is accompanied by percussion playing a simple rock beat in common time. An overdriven guitar plays a blues riff. After one bar, the guitar and bass pause while the percussion and voice continues. The bass plays the root notes of the chords. The mood of this song is happy. This song can be played in a bar scene in a movie.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This song features a male voice singing the main melody at a comfortable pitch. This is accompanied by percussion playing a simple beat in common time. An overdriven guitar plays a riff. After one bar, the guitar and bass pause while the percussion and voice continues. The bass plays the root notes of the chords. The mood of this song is happy. This song can be played in a bar scene in a movie."
aO0QzRPiEC4,"['low quality', 'rock', 'wide electric guitar melody', 'melancholic male vocal', 'bouncy snare', 'groovy bass guitar', 'noisy', 'muddy', 'messy', 'punchy kick', 'melancholic', 'emotional', 'groovy']","The low quality recording features a rock song that consists of melancholic male vocal singing over a wide electric guitar melody, bouncy snare, groovy bass guitar and punchy kick. The recording is noisy, muddy and messy, since the frequencies are clashing with each other - drums cymbals are inaudible. Regardless, it sounds groovy, emotional and melancholic thanks to that vocal.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a song that consists of melancholic male vocal singing over a wide electric guitar melody, bouncy snare, groovy bass guitar and punchy kick. The recording is noisy, muddy and messy, since the frequencies are clashing with each other - drums cymbals are inaudible. Regardless, it sounds groovy, tional and melancholic thanks to that vocal."
aPAa2sfhS7k,"['instrumental', 'fast tempo', 'orchestra', 'live performance', 'concert', 'live audience', 'full bodied', 'exquisite', 'rich', 'smooth', 'elegant', 'vigorous clarinet solo', 'wind instrument', 'violins', 'lively trumpets', 'brass band', 'french horn', 'conductor', 'trombone', 'flute', 'cello', 'classical', 'western classical', 'intense', 'vigorous', 'engaging', 'compelling']","This music is a Western Classical Instrumental. The music is fast tempo with a plethora of instrumentation. From a vigorous clarinet solo, flute, intense trumpets , violin symphony, cello, viola and French horns, this music is a treat to the ears. It is smooth, rich, full bodied, exquisite and elegant with an urgent and sombre vibe.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"This music is a Western . The music is fast tempo with a plethora of instrumentation. From a vigorous clarinet solo, flute, intense trumpets , violin symphony, cello, viola and French horns, this music is a treat to the ears. It is smooth, rich, full bodied, exquisite and elegant with an urgent and sombre vibe."
aUH12rRIVDw,"['piano music', 'percussion', 'wind instrument', 'jazz melody', 'happy mood', 'no voices', 'instrumental']",This song features a wind instrument sounding like a saxophone. This is accompanied by percussion playing a simple beat. The melody of this song is jazzy. A piano plays chords. An electric piano or keyboard plays a descending lick before the instruments pause momentarily. The mood of the song is happy. There are no voices in this song.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This song features a wind instrument sounding like a saxophone. This is accompanied by percussion playing a simple beat. The melody of this song is y. A piano plays chords. An electric piano or keyboard plays a descending lick before the instruments pause momentarily. The mood of the song is happy. There are no voices in this song.
aYoRcnmz6ZE,"['instrumental', 'fast tempo', 'rhythmic acoustic guitar', 'pop', 'steady drumming', 'simple melody', 'pleasant', 'mellifluous', 'inspiring', 'emotional', 'string instruments', 'keyboard harmony', 'steady drumming', 'groovy bass lines', 'electric guitar melody', 'pleasant melody', 'simple', 'steady rhythm', 'soothing', 'engaging']","This music is instrumental. The tempo is fast with rhythmic  acoustic guitar, steady drumming, keyboard harmony, groovy bass line and electric guitar  accompaniment. The music is mellow,nostalgic, emotional, simple, pleasant, charming and melodic pop.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This music is . The tempo is fast with rhythmic  guitar, steady drumming, keyboard harmony, groovy bass line and electric guitar accompaniment. The music is mellow,nostalgic, tional, simple, pleasant, charming and melodic ."
acEHGV7Gq6U,"['low quality', 'wide aggressive electric guitar chords', 'guitar slide', 'shimmering hi hats', 'shimmering open hat', 'punchy snare', 'soft kick hit', 'distorted bass guitar', 'instrumental', 'energetic', 'aggressive']","The low quality recording features wide aggressive electric guitar chords, shimmering hi hats and open hats, punchy snare, soft kick hits and distorted bass guitar. Right before the ""drop"", there is a short guitar slide, leading perfectly into it. The instrumental sounds energetic and aggressive.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features wide aggressive electric guitar chords, shimmering hi hats and open hats, punchy snare, soft kick hits and distorted bass guitar. Right before the ""drop"", there is a short guitar slide, leading perfectly into it. The sounds energetic and aggressive."
ac_8oRMgDz0,"['meditation music', 'low pitched synths', 'low pitched voices', 'dreamy feel', 'calming song', 'no percussion', 'religious chanting', 'relaxing music', 'ambient sounds']","This meditation song features male voices chanting in deep, low voices. This is accompanied by synth sounds playing at different pitches. One of the synths plays a droning low pitch sound. The mid and higher register sounds play instruments sounding like wind instruments. The sounds produced are ambient sounds and have a dreamy feel. The song is relaxing and calming. This song can be played in a meditation center.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This meditation song features male voices chanting in deep, low voices. This is accompanied by synth sounds playing at different pitches. One of the synths plays a droning low pitch sound. The mid and higher register sounds play instruments sounding like wind instruments. The sounds produced are sounds and have a dreamy feel. The song is relaxing and calming. This song can be played in a meditation center."
afb7pI_01O4,"['volume ducking', 'aggressive electric guitar melody', 'distorted bass guitar', 'shimmering cymbals', 'muffled kick', 'muffled snare', 'metal', 'low quality', 'harsh', 'messy', 'distorted', 'muddy', 'loud', 'energetic']","The low quality recording features a metal song that consists of aggressive electric guitar melody, distorted bass guitar, shimmering cymbals and muffled kick and snare hits. It sounds energetic, but also harsh, messy, distorted, muddy and loud, since the frequencies are clashing with each other. The volume of the song is dwindling occasionally, making it a really low quality sounding track.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a song that consists of aggressive electric guitar melody, distorted bass guitar, shimmering cymbals and muffled kick and snare hits. It sounds energetic, but also harsh, messy, distorted, muddy and loud, since the frequencies are clashing with each other. The volume of the song is dwindling occasionally, making it a really low quality sounding track."
ao-TFiShaWU,"['acoustic', 'indie rock', 'male vocal', 'acoustic guitar', 'bass guitar', 'off-key piano', 'acoustic drums', 'gentle', 'easygoing', 'melancholic', 'thai']","This is an acoustic indie rock piece. There is a male vocalist singing gently in the Thai language. An acoustic guitar plays the main tune while a bass guitar is in the background. There is a piano that starts out by supporting the melody, but then wanders towards off-key notes, creating an air of conflict. The atmosphere is melancholic. This piece can be used in the soundtrack of a drama movie/TV show that takes place in Thailand.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This is an  piece. There is a male vocalist singing gently in the Thai language. An guitar plays the main tune while a bass guitar is in the background. There is a piano that starts out by supporting the melody, but then wanders towards off-key notes, creating an air of conflict. The atmosphere is melancholic. This piece can be used in the of a drama movie/TV show that takes place in Thailand."
ar4YQ_DOcyk,"['female vocals', 'fast tempo', 'foreign language', 'folk song', 'regional song', 'enthusiastic vocals', 'energetic', 'emphatic singing', 'peppy', 'spanish', 'keyboard harmony', 'bells chining', 'steady bass lines', 'enthusiastic', 'fun', 'happy', 'cheerful', 'upbeat', 'enthusiastic', 'perky', 'march like drumming']","A female vocalist sings this cheerful song. The tempo is fast with a peppy keyboard harmony, simple, march like drumming, steady bass line, acoustic guitar and bells chiming. The song is a foreign language but from the sound and vibe of it, it seems like a fun, happy, joyful, cheerful, warm hearted and popular folk song.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A female vocalist sings this cheerful song. The tempo is fast with a peppy keyboard harmony, simple, march like drumming, steady bass line, guitar and bells chiming. The song is a foreign language but from the sound and vibe of it, it seems like a fun, happy, joyful, cheerful, warm hearted and ular song."
asT8yaJPP1s,"['instrumental', 'slow tempo', 'viloin harmony', 'amplified organ', 'lilting', 'haunting', 'echoes', 'intense', 'synthesiser arrangement', 'grim', 'sad']","This audio clip is an instrumental. The tempo is low with a subtle violin harmony, keyboard arpeggio and synthesised organ. The music is lilting, grim,incessant, intense, sad, bleak, enigmatic and ambiguous. The music sounds like the background score for a movie.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"This audio clip is an . The tempo is low with a subtle violin harmony, keyboard arpeggio and synthesised organ. The music is lilting, grim,incessant, intense, sad, bleak, enigmatic and ambiguous. The music sounds like the background score for a movie."
asYb6iDz_kM,"['afrobeat', 'male vocal', 'playful singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'cheerful', 'chill', 'easygoing']",This is an afrobeat music piece. There is a male vocalist singing playfully in the lead. The electric guitar is playing a groovy melody with the bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is cheerful. This piece could be used in the soundtrack of a feelgood movie taking place in Africa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,This is an afrobeat music piece. There is a male vocalist singing playfully in the lead. The electric guitar is playing a groovy melody with the bass guitar playing in the background. The rhythm is being played by the drums. The atmosphere is cheerful. This piece could be used in the of a feelgood movie taking place in Africa.
ax8hXst_b5g,"['urban latin', 'wide reverberant percussive elements', 'echoing male vocal', 'synth flute melody', 'clapping', '4 on the floor kick', 'shimmering shaker', 'groovy bass', 'synth keys melody', 'uptempo', 'energetic', 'addictive']","The Urban Latin song features an echoing male vocal singing repetitive lyrics over wide reverberant percussive elements, synth flute melody, claps, ""4 on the floor"" kick pattern, shimmering shaker, groovy bass and synth keys melody. It is uptempo and it sounds energetic and addictive, like something you would hear in clubs a lot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The Urban song features an echoing male vocal singing repetitive lyrics over wide reverberant percussive elements, synth flute melody, claps, ""4 on the floor"" kick pattern, shimmering shaker, groovy bass and synth keys melody. It is uptempo and it sounds energetic and addictive, like something you would hear in clubs a lot."
axb48YrvRmw,"['classical music', 'strings', 'violins', 'clarinets', 'cello', 'happy', 'positive', 'orchestral', 'no vocals']",Classical music features a variety of string instruments that play a bright melody. The sound is big and orchestral. A clarinet plays a high-pitched melody in the foreground.  The atmosphere of the song is positive and happy.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,music features a variety of string instruments that play a bright melody. The sound is big and orchestral. A clarinet plays a high-pitched melody in the foreground. The atmosphere of the song is positive and happy.
b-Y-AjW6MJ0,"['low quality', 'rock', 'flat female vocal', 'flat male vocal', 'energetic crash cymbal', 'groovy bass guitar', 'wide electric guitar chords', 'synth lead melody', 'shimmering hi hats', 'punchy kick', 'punchy snare', 'energetic']","The low quality recording features a rock song that consists of a flat male vocal and flat female vocal talking, followed by punchy kick and snare hits, shimmering hi hats, energetic crash hits, wide electric guitar chords, groovy bass guitar and synth lead melody. It sounds energetic.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a song that consists of a flat male vocal and flat female vocal talking, followed by punchy kick and snare hits, shimmering hi hats, energetic crash hits, wide electric guitar chords, groovy bass guitar and synth lead melody. It sounds energetic."
b0dVykd2i6g,"['pop music', 'soft rock', 'male vocal', 'melodic singing', 'strings', 'piano', 'bass guitar', 'acoustic drums', 'easygoing', 'emotional']","This is a pop/soft rock music piece. There is a male vocalist singing melodically. The main melody is being performed by the piano with the strings' sound holding notes in the background. A solid bass line can be heard. A slow tempo acoustic drum beat is keeping the rhythm. The atmosphere is easygoing. This piece could be used in the soundtrack of a romantic comedy, especially during the scenes where the male protagonist is feeling regret for his actions.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This is a /soft music piece. There is a male vocalist singing melodically. The main melody is being performed by the piano with the strings' sound holding notes in the background. A solid bass line can be heard. A slow tempo drum beat is keeping the rhythm. The atmosphere is easygoing. This piece could be used in the of a romantic comedy, especially during the scenes where the male protagonist is feeling regret for his actions."
b2-izZk5_BM,"['romanian pop music', 'male vocal', 'autotune singing', 'synth sound', 'bass guitar', 'electronic drums', 'slow tempo', 'sentimental']","This is a Romanian pop music piece. There is a male vocalist singing with autotune. The melody is being played by a synth sound. There is a bass guitar playing a simple bass line while the rhythmic background consists of a slow tempo electronic drum beat. The atmosphere is sentimental. This piece could be used in the soundtrack of a Romanian soap opera, especially during romantic scenes.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This is a Romanian music piece. There is a male vocalist singing with autotune. The melody is being played by a synth sound. There is a bass guitar playing a simple bass line while the rhythmic background consists of a slow tempo drum beat. The atmosphere is sentimental. This piece could be used in the of a Romanian soap opera, especially during romantic scenes."
b4FomUpNaJE,"['folk', 'flat echoing male vocal', 'accordion melody', 'wide piano chords', 'groovy bass', '4 on the floor kick', 'percussive elements', 'shimmering shakers', 'energetic open hats', 'offbeat electric guitar chords', 'uplifting', 'addictive', 'low quality']","The Folk song features a flat, echoing male vocal talking over addictive accordion melody, wide piano chords, groovy bass, ""4 on the floor"" kick pattern, tinny percussive elements, energetic open hats, shimmering shakers and offbeat electric guitar chords. It sounds uplifting and low quality.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The song features a flat, echoing male vocal talking over addictive accordion melody, wide piano chords, groovy bass, ""4 on the floor"" kick pattern, tinny percussive elements, energetic open hats, shimmering shakers and offbeat electric guitar chords. It sounds uplifting and low quality."
b8cgQBzBXi8,"['instrumental', 'fast tempo', 'vocalisation', 'synth/pop', 'electro/pop', 'futuristic', 'progressive', 'edm', 'synthesiser articulation', 'vigorous drumming', 'funky bass lines', 'vibrant electric guitar harmony', 'keyboard accompaniment', 'electronic sounds', 'rapid', 'boisterous', 'energetic', 'enthusiastic', 'electrifying', 'exhilarating', 'passionate', 'electric powered', 'powerful', 'volatile', 'explosive']","This music is an Electronic instrumental. The tempo is fast with an electrifying drum rhythm, funky bass lines, synthesiser articulation, cymbals rides, digital drums and electronically arranged sounds. The music is an energetic, high-powered, energetic, enthusiastic, intense, and explosive EDM/Synth Pop.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"This music is an . The tempo is fast with an electrifying drum rhythm, y bass lines, synthesiser articulation, cymbals rides, digital drums and ally arranged sounds. The music is an energetic, high-powered, energetic, enthusiastic, intense, and explosive EDM/Synth ."
