caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags,tempo_tags_count,genre_tags_count,mood_tags_count,instrument_tags_count,aspect_list_count
People are playing the same groove on a lot of percussive instruments. In the background you can hear shakers. Someone is strumming chords with an effect on an e-guitar and someone is playing fill-ins on acoustic drums. This song may be playing at a local live concert from a music school.,"medium to uptempo, reggae, acoustic drums, e-guitar",medium to uptempo,reggae,,"acoustic drums, e-guitar",1,1,1,2,4
"A female vocalist sings this spirited song. The tempo is fast with an animated keyboard harmony, groovy bass lines, electric  guitar, tenor and alto saxophone accompaniment, enthusiastic drumming and tambourine beats with vocal backup. The song is energetic, upbeat, youthful, enthusiastic with emphatic vocals. This song is contemporary alternative rock.","fast tempo, alternative rock, energetic, keyboard harmony, bass guitar, female singer, tambourine",fast tempo,alternative rock,energetic,"keyboard harmony, bass guitar, female singer, tambourine",1,1,1,4,7
"The song is instrumental. The song is medium tempo with a groovy bass line,  keyboard harmony, various percussion hits and a steady drumming rhythm. The song has a dance rhythm and is exciting.","steady rhythm, medium tempo, electronic dance music, people dancing, energetic, keyboard harmony, groovy bass line","steady rhythm, medium tempo",electronic dance music,"people dancing, energetic","keyboard harmony, groovy bass line",2,1,2,2,7
"This is an instrumental rock music piece recording in the style of blues. There is an electric guitar playing a solo using the shredding technique. The backing track consists of a piano, a bass guitar and acoustic drums. There is a groovy feel to it. Parts of this recording could be sampled for use in beat-making.","groovy, blues, rock music, piano, electric guitar, no singer, bass guitar, guitar solo, acoustic drums",groovy,"blues, rock music",,"piano, electric guitar, no singer, bass guitar, guitar solo, acoustic drums",1,2,1,6,9
"This is an electronic music piece. There is a repeated piano theme in the melody. There are various eerie sound effects. Then, a violin starts playing. The atmosphere is unsettling. This piece would fit well in the soundtrack of a mystery video game.","electronic music, eerie, piano, violin",,electronic music,eerie,"piano, violin",1,1,1,2,4
"A male vocalist sings this mellow country song. The tempo is medium with fiddle, cello and viola harmony with acoustic guitar rhythm.The song is mellow, soft, dulcet,emotional , melancholic and nostalgic . This song is Country Pop.","medium tempo, country music, mellow, sentimental, emotional, melancholic, dreamy, romantic, male singer, acoustic guitar, cello, violin",medium tempo,country music,"mellow, sentimental, emotional, melancholic, dreamy, romantic","male singer, acoustic guitar, cello, violin",1,1,6,4,12
This is a Christmas music piece in the style of hip-hop. There is a child voice announcing the arrival of Santa. The male vocalist is rapping. There is a groovy bass line in the beat. The rhythmic background is provided by an electronic drum beat that has sleigh bells in it. The atmosphere is festive and amusing at the same time. This piece could be used in the soundtrack of a comedic Christmas movie.,"rapping, groovy bass, male vocal, electronic drums",,rapping,,"groovy bass, male vocal, electronic drums",1,1,1,3,4
"This music is a lively instrumental. The tempo is fast with an animated trumpet harmony, infectious drumming, groovy bass lines and synthesiser arrangement. The Brass lead, harmony and flourish is the main layer of this instrumental . The music is youthful, buoyant, fresh, cheerful, happy and energetic. This instrumental is an Urban Blues.","fast tempo, blues, ambient, r&b, jazz, playful, happy, cheerful, groovy bass line",fast tempo,"blues, ambient, r&b, jazz","playful, happy, cheerful",groovy bass line,1,4,3,1,9
"The song is an instrumental. The song is medium  tempo with Latin percussions, guitar strumming rhythm, groovy bass line and keyboard percussions. The song is exciting and groovy. The song has poor audio quality.","steady rhythm, groovy music, latin dance music, passionate, emotional, romantic, bass guitar","steady rhythm, groovy music",latin dance music,"passionate, emotional, romantic",bass guitar,2,1,3,1,7
"Classical music features a full orchestra playing beautiful sustained strings melody, arpeggiated brass melodies, shimmering bells, pumping drums and energetic cymbals. It sounds like a background movie soundtrack - mystical, epic, uplifting and suspenseful.","classical, epic, uplifting, suspenseful, orchestra",,classical,"epic, uplifting, suspenseful",orchestra,1,1,3,1,5
"This is a movie music piece. Initially, sound effects related to the movie such as explosions and sirens can be heard. A male voice can be heard gasping. There is an orchestra made up of a brass section, a string section and a choir singing at a high pitch. The atmosphere is ominous. This piece could be used in the soundtrack of a horror movie.","movie music, dramatic, male voice, strings",,movie music,dramatic,"male voice, strings",1,1,1,2,4
"The low quality recording features a drum cover of a pop song that consists of energetic tom rolls, shimmering cymbals and punchy kick and snare hits. The audio slowly fades out, as it is probably an Outro section of the song.","pop, shimmering cymbals, punchy kick, punchy snare",,pop,,"shimmering cymbals, punchy kick, punchy snare",1,1,1,3,4
"The low quality recording features a pop song that consists of groovy piano chords, harmonizing background vocals, punchy kick and snare hits, shimmering shakers, groovy bass and muffled female vocals singing over it. It sounds energetic, happy, fun and addictive - like something you would hear on a radio.","groovy piano chords, pop, energetic, groovy bass, shimmering shakers, punchy kick, punchy snare",groovy piano chords,pop,energetic,"groovy bass, shimmering shakers, punchy kick, punchy snare",1,1,1,4,7
"The song is an instrumental music section. The song is medium tempo with a string section playing percussively with violins and cellos in harmony, flute playing a melancholic solo, percussive hits and steady bass line. The song is full of suspense and passion. The song is a Tamil movie instrumental soundtrack.","medium tempo, movie soundtrack, passionate, emotional, steady drumming",medium tempo,movie soundtrack,"passionate, emotional",steady drumming,1,1,2,1,5
"The low quality recording features a reggae song that consists of a fruity male vocal singing over shimmering hi hats, groovy bass, organ keys, chords, claps and male vocal chants. It sounds addictive, groovy and muddy, due to the poor quality of the mix.","groovy, reggae, groovy bass, claps",groovy,reggae,,"groovy bass, claps",1,1,1,2,4
"The low quality recording features a jingle that consists of harmonizing vocals talking over snare roll, toms roll, brass melody and groovy bass, after which there is a folk song that starts playing. The folk song contains strings melody, bouncy snare, shimmering hi hats and synth keys chords. It sounds energetic and exciting, and like something you would hear on some TV show.","folk, exciting, energetic, groovy bass",,folk,"exciting, energetic",groovy bass,1,1,2,1,4
This is a French electronic pop music piece. There is a male vocalist singing in the lead. A melodic pad is playing a repeated theme while a fuzzy synth bass is playing a loud bass line. There is an electronic drum beat in the rhythmic background. The atmosphere is sensual and erotic. This piece could be playing in the background at a nightclub or a dance club in France.,"dance, sensual, male vocal, electronic drums",,dance,sensual,"male vocal, electronic drums",1,1,1,2,4
"The low quality recording features a live performance of a folk song and it consists of passionate female vocal singing over percussive tambourine. The recording is noisy, reverberant and the stereo image is unbalanced - leaning more towards the right channel. It sounds passionate though.","folk, passionate, passionate female vocal",,folk,passionate,passionate female vocal,1,1,1,1,3
"The Rock song features a doubled flat male vocals singing over wide electric guitar chords, groovy bass guitar, energetic cymbals, punchy snare hits and heartbeat kick pattern. It lacks low frequencies, therefore it sounds thin, hollow and harsh, but regardless, also energetic and aggressive.","rock, harsh, energetic, aggressive, punchy snare",,rock,"harsh, energetic, aggressive",punchy snare,1,1,3,1,5
This is a cumbia piece. There is a female vocal singing seductively joined by male back vocals singing in the chorus. The trumpet is playing the main melody joined by the piano and the bass guitar in the background. Latin percussion playing a cumbia beat provides the rhythmic background. The atmosphere of the piece is very playful. The ideal setting for this piece can be a latin dance course.,"dance, playful, piano, bass guitar, trumpets, female vocal",,dance,playful,"piano, bass guitar, trumpets, female vocal",1,1,1,4,6
"The Rock song features a passionate male vocalist singing over wide electric guitar melodies, groovy bass guitar, shimmering cymbals, groovy toms, punchy snare and kick hits. It sounds energetic, passionate, emotional and loud.","rock, passionate, emotional, energetic, passionate male vocal, punchy kick, shimmering cymbals, punchy snare",,rock,"passionate, emotional, energetic","passionate male vocal, punchy kick, shimmering cymbals, punchy snare",1,1,3,4,8
"Here we have a powerful rock ballad instrumental in a minor key. The guitar is grungy and overdriven, and the piano is clean and plays the same chords as the guitar at the same time.","rock music, ballad, piano",,"rock music, ballad",,piano,1,2,1,1,3
"A male vocalist sings this upbeat song in a foreign language. The tempo is medium fast with a very perky and bouncy beat. The song is happy, cheerful, groovy, simple light and catchy with middle eastern music influences. This song is a contemporary Folk song.","upbeat, medium fast tempo, folk song, happy, cheerful, male vocalist","upbeat, medium fast tempo",folk song,"happy, cheerful",male vocalist,2,1,2,1,6
"The song is an instrumental. The tempo is medium with a groovy bass line, keyboard accompaniment, percussive bass line , steady drumming drumming  and other percussion hits. The song is a pop song cover with a bad audio quality.","medium tempo, ambient noises, passionate, emotional, romantic, keyboard accompaniment, groovy bass line",medium tempo,ambient noises,"passionate, emotional, romantic","keyboard accompaniment, groovy bass line",1,1,3,2,7
"This is a dancehall music piece. There is a male vocalist singing at a medium-to-high pitch with a Jamaican accent. In the background, there is a keyboard playing the main melody. The atmosphere of the piece is vibrant. This piece could be used at beach parties and summer/vacation themed movies or TV shows.","reggae, chill, keyboard, male vocal",,"reggae, chill",,"keyboard, male vocal",1,2,1,2,4
This slow pop song features a female voice singing the main melody. This is accompanied by a keyboard playing the chords in the background. The cello plays the low end notes. The voice has a calming tone. There is no percussion in this song. This song can be played in a dream sequence in a movie.,"slow tempo, pop song, no percussion, keyboard, cello, female voice",slow tempo,pop song,,"no percussion, keyboard, cello, female voice",1,1,1,4,6
"The low quality recording features a rock song that consists of wide electric guitar melodies, groovy bass guitar, shimmering shakers, punchy snare and kick hits, followed by aggressive tom rolls. It sounds energetic and the drums are reverberant, as they were probably recorded in a medium size drum room.","rock, energetic, shimmering shakers, punchy kick, punchy snare",,rock,energetic,"shimmering shakers, punchy kick, punchy snare",1,1,1,3,5
A digital drum is playing a simple groove along with a melodic short sample. A saxophone sample is playing a long note in the background. A male voice is rapping with a lot of energetic/aggressive energy. In the background you can hear a male voice shouting for a moment. This song may be playing in a car.,"slow tempo, rap, digital drums",slow tempo,rap,,digital drums,1,1,1,1,3
This song contains digital drums playing a groove together with an e-bass. Different fast paced synth sounds are playing a rhythmic melody along to the drums. Violas are playing a countermelody to the male voices singing a melody creating a harmony. This song may be playing in a movie scene where someone is driving with a partner on a motorbike.,"fast tempo, pop, digital drums, e-bass",fast tempo,pop,,"digital drums, e-bass",1,1,1,2,4
"The low quality recording features a cover of a rock song and it consists of a passionate male vocal singing over an auto harp melody. It sounds passionate, emotional and mellow, despite the fact that the recording is noisy and in mono.","rock, passionate, emotional, mellow, passionate male vocal",,rock,"passionate, emotional, mellow",passionate male vocal,1,1,3,1,5
"The Country song features a passionate male vocalist singing over accordion melody, groovy bass, layered ""4 on the floor"" kick and cowbell pattern, soft crash cymbal, shimmering shakers and acoustic rhythm guitar. It sounds fun and happy, even though the song is poorly mixed, as it sounds a bit boomy.","syncopated snare, country, happy, fun, groovy bass, shimmering shakers, passionate male vocal",syncopated snare,country,"happy, fun","groovy bass, shimmering shakers, passionate male vocal",1,1,2,3,7
"This is the live performance of a Huayno folk music piece which belongs to the Andean region. There is a female vocalist singing at a high-pitch, almost at a screeching range. The tune is being played by a violin and an Andean/Peruvian harp. The atmosphere is eccentric. This piece could be playing from a radio in a movie taking place in a mountainous Latin American village.","folk, female vocal, violin",,folk,,"female vocal, violin",1,1,1,2,3
This is a funk/disco music piece. There is a male vocalist singing melodically in the lead. The melody is being played by the keyboard with the backing of the electric guitar and the bass guitar. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be played at a retro-themed party at a dance club.,"groovy, danceable, funk, electric guitar, keyboard, bass guitar, male vocal, acoustic drums",groovy,danceable,funk,"electric guitar, keyboard, bass guitar, male vocal, acoustic drums",1,1,1,5,8
This is an instrumental rendition of a Christian gospel music piece. There is a melodeon and a piano accordion playing the tune. The atmosphere is festive and cheerful. This piece could be playing in the background at a charity event.,"gospel, cheerful, no singer",,gospel,cheerful,no singer,1,1,1,1,3
"The low quality recording features a chiptune remix of a pop song and it consists of high pitched female vocal singing over, groovy piano melody, smooth synth bass, claps, shimmering hi hats and punchy kick. At the very end of the loop, there is a snare roll. It sounds energetic, fun, happy and groovy.","groovy, pop, happy, fun, claps, punchy kick",groovy,pop,"happy, fun","claps, punchy kick",1,1,2,2,6
"A female vocalist sings this melodious harmony. The tempo is slow with a dulcet Harp accompaniment . The song is soft, mellow, meditative, angelic, celestial,mystical, dreamy and mellifluous. This song is a Catholic prayer or salutation.","slow tempo, classical music, meditative, calming, dreamy, female singer",slow tempo,classical music,"meditative, calming, dreamy",female singer,1,1,3,1,6
"A male vocalist sings this enthusiastic hip-hop song. The tempo is medium fast with a lively keyboard harmony, slick drumming, subtle drumming, cymbals, synthesiser arrangements and enthusiastic vocal backup. The song is lively, spirited, youthful, passionate, emotional and persuasive. It talks about love, peace, freedom,harmony and kindness towards humankind. This song is a Reggae Fusion/ Hip-Hop song.","medium fast tempo, soul, rap, r&b, pop, keyboard harmony, male vocalist",medium fast tempo,"soul, rap, r&b, pop",,"keyboard harmony, male vocalist",1,4,1,2,7
"A male singer sings this groovy melody. The song is a techno dance song with a groovy bass line, strong drumming rhythm and a keyboard accompaniment. The song is so groovy and serves as a dance track for the dancing children. The audio quality is very poor with high gains and hissing noise.","medium tempo, ambient noises, keyboard accompaniment, male singer, groovy bass line",medium tempo,ambient noises,,"keyboard accompaniment, male singer, groovy bass line",1,1,1,3,5
"A jazz organ trio playing a swing blues song with a male singer accompanied by electric guitar, Hammond organ, a steady ride pattern on the cymbals. The whole band hits on beat one with the drum breaks, as is common in this style of music.","blues, jazz, male vocalist",,"blues, jazz",,male vocalist,1,2,1,1,3
"The Metal song features a repetitive, aggressive male vocal screaming over wide, aggressive electric guitar chords, distorted bass guitar, punchy snare and kick hits and energetic cymbals. There is a toms roll at the end of the loop. It sounds aggressive, energetic and manic - like something you would jump into a mosh pit at the concert.","metal, energetic, aggressive, punchy kick, punchy snare",,metal,"energetic, aggressive","punchy kick, punchy snare",1,1,2,2,5
"This music is instrumental. The tempo is medium with a peppy keyboard harmony, groovy bass line, slick drumming and synthesiser arrangements with a hissing or whooshing  sound in the background. The song is catchy, groovy, trippy, trance and youthful.","groovy bass lines, groovy, medium fast tempo, electro pop, keyboard harmony, steady drumming","groovy bass lines, groovy, medium fast tempo",electro pop,,"keyboard harmony, steady drumming",3,1,1,2,6
"The low quality recording features a live performance of a traditional song that consists of wooden percussive elements, sustained suspenseful strings melody and passionate male vocal singing over it. It sounds passionate, mystical, soulful and suspenseful, even though the recording is a bit noisy and in mono.","soulful, passionate, suspenseful, passionate male vocal",,soulful,"passionate, suspenseful",passionate male vocal,1,1,2,1,4
"The low quality recording features a pop song performed by passionate male vocalists, followed by acoustic guitar arpeggiated melody and mellow piano melody. It sounds heartfelt and emotional. There are some crowd noises in the background.","pop, emotional, passionate male vocal",,pop,emotional,passionate male vocal,1,1,1,1,3
This song is an instrumental solo. The tempo is medium fast with the guitarist playing an enthusiastic lead on an amplified guitar. The music is distorted with inferior audio quality. This song is a PopRock/Rock.,"medium fast tempo, rock, pop rock, electric guitar",medium fast tempo,"rock, pop rock",,electric guitar,1,2,1,1,4
"This music is instrumental. The tempo is slow with a smooth saxophone harmony, groovy bassline, syncopated piano and jazz style drumming. The music is soothing, atmospheric, soothing, lively,  romantic, compelling and informal.  This music is a Jazz instrumental.","syncopated harmony, polyrhythms, slow tempo, blues, ambient, passionate, groovy bass line","syncopated harmony, polyrhythms, slow tempo","blues, ambient",passionate,groovy bass line,3,2,1,1,7
"A male vocalist sings this spirited Rock song. The tempo is fast with an upbeat Amplified keyboard harmony, hard hitting drums, punchy bass lines and a dominating electric guitar accompaniment. The vocals are subdued for a Rock song. The song is youthful, vibrant, energetic, enthusiastic, buoyant, punchy and vivacious. This song is Classic Hard Rock.","fast tempo, rock, intense, energetic, chaotic, hard rock, male singer",fast tempo,rock,"intense, energetic, chaotic, hard rock",male singer,1,1,4,1,7
"This music is a percussive instrumental. The tempo is fast with a beatboxing rhythm. The beat is a vigorous, rapid, youthful, energetic, enthusiastic imitation of the drum machine. The audio quality is inferior so the music is muffled.","fast tempo, rap, energetic, percussion",fast tempo,rap,energetic,percussion,1,1,1,1,4
This song contains two acoustic guitars picking a melody. A digital drum is playing a simple groove when a male voice starts to sing in a higher register with backing vocals. Then the melody drops one octave. The guitars are panned to the left and right side of the speakers. This song may be playing on a road trip with friends.,"medium to uptempo, pop, digital drums, male voice singing",medium to uptempo,pop,,"digital drums, male voice singing",1,1,1,2,4
"The song is an instrumental. The tempo is medium with a strong drumming rhythm, keyboard harmony, string synth harmony, guitar lead and a bass guitar shadowing the melody line in harmony. The song has rock music influences with a sense of mystery and adventure. The song is a soundtrack for an adventure sports documentary.","medium tempo, rock music, passionate, mysterious, keyboard harmony, steady drumming rhythm",medium tempo,rock music,"passionate, mysterious","keyboard harmony, steady drumming rhythm",1,1,2,2,6
This is an instrumental backing track of a jazz music piece. There is no singer in this version of the piece. The piano is playing the chords in the minor key while a bass guitar can be heard playing a walking bass line. The rhythmic background consists of acoustic drums playing a jazz swing beat. The atmosphere is delicate. This piece could be playing in the background at a coffee shop. It could be used in the soundtrack of a romantic movie.,"jazz, mellow, soft, piano, bass guitar, no singer",,jazz,"mellow, soft","piano, bass guitar, no singer",1,1,2,3,6
This song contains a string section playing a short stroke melody in the lower range along to a digital acoustic drum playing a rather complex groove. Acoustic guitars are playing a melody. This song may be playing in a heroic movie scene.,"uptempo, cinematic, e-bass",uptempo,cinematic,,e-bass,1,1,1,1,3
"A male vocalist sings this  energetic rock song. The song is  fast tempo with emphatic drumming, groovy bass lines, funky electric guitar feedback and keyboard accompaniment, with animated, high pitched backup. The song is youthful, energetic,spirited, intense, psychedelic and passionate. This song is Hard Rock.","fast tempo, groovy bass lines, metal, passionate, psychedelic, hard rock, energetic, intense, male singer","fast tempo, groovy bass lines",metal,"passionate, psychedelic, hard rock, energetic, intense",male singer,2,1,5,1,9
"A male uses a vocal phrase to the rhythm of background music. The tempo is fast with vigorous drumming, keyboard arrangements and muffled sounds of blasts, people screaming and shooting. This song is aggressive, sinister, creepy, mysterious and spine-tingling. This song is an Electro Pop/Rock.","fast tempo, electro pop, eerie, mysterious, male singer",fast tempo,electro pop,"eerie, mysterious",male singer,1,1,2,1,5
"A male vocalist sings this lively pop. The tempo is fast and peppy with animated trumpets, groovy saxophone, slick drumming, funky bass line, keyboard harmony, synthesiser arrangements and electronic sounds. The song is upbeat, energetic, enthusiastic, youthful, vibrant, effervescent; passionate and electrifying. This song is Synth Pop.","fast tempo, rhythmic, dance pop, dance music, passionate, keyboard harmony, male vocalist, digital drums","fast tempo, rhythmic","dance pop, dance music",passionate,"keyboard harmony, male vocalist, digital drums",2,2,1,3,8
This is a sped-up trap remix of an R&B music piece. There is a female vocalist singing melodically with her vocal sample used in beat repeats. There is a hollering sample added alongside it. The beat has a strong synth bass with a repeating acoustic guitar sample playing every now and then. The electronic drum beat is slightly fast-paced and filled with cicada hi-hats. The atmosphere is loud and upbeat. This piece could be used as an accompaniment piece at a modern break dance course. It could also be played at nightclubs.,"upbeat, trap, r&b, aggressive, acoustic guitar, electronic drums, female vocal",upbeat,"trap, r&b",aggressive,"acoustic guitar, electronic drums, female vocal",1,2,1,3,7
"A male vocalist sings this  enthusiastic song. The tempo is fast with infectious drumming, groovy bass lines, funky electric guitar harmony and an energetic keyboard accompaniment with vocal backup. The song is energetic, high-spirited, youthful, infectious, pulsating and vigorous. This song is a popular Alternative Rock.","fast tempo, alternative rock, rock, hard rock, energetic, male vocalist",fast tempo,"alternative rock, rock","hard rock, energetic",male vocalist,1,2,2,1,6
"A male singer sings this rock melody. The song is medium fast tempo with a strong rock drumming rhythm, percussive bass line, distorted guitars playing rhythm and lead along with tambourine percussion. The song is energetic and cheerful. The song is a rock song with an average quality audio.","medium fast tempo, rock music, passionate, cheerful, energetic, male singer, groovy bass line",medium fast tempo,rock music,"passionate, cheerful, energetic","male singer, groovy bass line",1,1,3,2,7
This pop song features a male voice singing the main melody. This is accompanied by female voices singing backing voices in harmony. The percussion plays a groovy bassline. Synth sounds are heard in the background in the form of volume swells and ring modulators. This song has a happy feel. This song is a dance song. It can be played at a house party.,"moderate tempo, pop song, dance song, male voice, percussion",moderate tempo,"pop song, dance song",,"male voice, percussion",1,2,1,2,5
"This music is instrumental. The tempo is slow with a melancholic cello harmony, and a piano and violin accompaniment. The music is soft, pensive, melancholic, sentimental, sad, reflective, meditative and delicate. This music is a Violin Instrumental.","slow tempo, ambient, mellow, meditative, sad, sentimental, emotional, soft, poignant, piano accompaniment, cello, violin",slow tempo,ambient,"mellow, meditative, sad, sentimental, emotional, soft, poignant","piano accompaniment, cello, violin",1,1,7,3,12
This song contains a simple acoustic drum groove with a cowbell and a bassline following. Two e-guitars are playing a melody then a male voice starts singing loud and in the mid-range. This song may be playing while working in the garage.,"medium to uptempo, rock, male voice, e-guitar, e-bass",medium to uptempo,rock,,"male voice, e-guitar, e-bass",1,1,1,3,5
"This is a classical music piece from the baroque era. The piece is being performed by a harpsichord. There is a mysterious atmosphere and a medieval feel to this piece. The music could fit very well in the soundtrack of a gothic horror movie, especially where we are witnessing a scene of exposition.","classical music, mysterious, no singer",,classical music,mysterious,no singer,1,1,1,1,3
"The low quality recording features a live performance of a pop rock song and it consists of flat male vocals counting down over addictive synth melody, energetic drums and groovy bass guitar. There are loud crowd screams in the background. It sounds distorted, loud and crushed, as it was probably recorded with a phone, but it is still energetic and exciting.","pop rock, exciting, energetic, flat male vocal",,pop rock,"exciting, energetic",flat male vocal,1,1,2,1,4
This is a grunge rock music piece. A distorted electric guitar playing power chords leads the tune with a bass guitar in the background. Loud acoustic drums provide the rhythmic background while also playing a lot of fills. There is also a male vocal. The music has a rebellious atmosphere mixed with a rough sound that is characteristic of the grunge scene. This piece could be used as a soundtrack in college drama movies/TV series. It could also be used in advertisements targeted at teenagers.,"rock, acoustic drums, bass guitar, male vocal",,rock,,"acoustic drums, bass guitar, male vocal",1,1,1,3,4
"This is the electric guitar cover of a pop punk/pop rock music piece. There is an electric guitar playing a simple riff. In the backing track, a male vocalist is singing melodically at a high range.","pop rock, male vocal, electric guitar",,pop rock,,"male vocal, electric guitar",1,1,1,2,3
"The low quality recording features a live performance of a folk song that consists of a woodwind melody, followed by accordion melody, trumpet melody, metallic percussion and groovy bass. It sounds passionate and cultural.","folk, passionate, groovy bass",,folk,passionate,groovy bass,1,1,1,1,3
This is a live performance of a pop music piece. There is a teenage female vocalist singing melodically in the Spanish language. An acoustic guitar plays the main tune while there is a slow tempo acoustic drum beat in the rhythmic background. The spectators are joining the song at a volume that is sometimes higher than the song itself and it creates an irritating aura.,"slow tempo, ballad, emotional, acoustic drums, acoustic guitar",slow tempo,ballad,emotional,"acoustic drums, acoustic guitar",1,1,1,2,5
"The low quality recording features a pop song that consists of passionate male vocal singing over punchy ""4 on the floor"" kick pattern, groovy accordion melody, wide tinny hi hats, claps and groovy bass. In the second half of the loop, the instrumental consists of claps, ""4 on the floor"" kick pattern without the bass, soft crash cymbal, addictive synth melody and wide chicken clucking sound effect. There is a sweep riser at the very end of the loop. It sounds fun and happy, like something kids would listen to.","pop, happy, fun, groovy bass, clapping, passionate male vocal",,pop,"happy, fun","groovy bass, clapping, passionate male vocal",1,1,2,3,6
The recording starts with a synth pad sound in the higher register and also with a tunes airy sounds slowly pitching down. Then a separate techno song starts playing with a monotone digital drum groove. The kick is overdriven and has some punch to it. The fast hihat sounds are panned to the left and right side of the speakers. This song may be playing in a night club.,"uptempo, techno, digital drums",uptempo,techno,,digital drums,1,1,1,1,3
"This is a house music piece with Brazilian elements. There is a male vocal that starts by shouting and then starts repeating the same word over and over. In the rhythmic background, there is a repetitive electronic drum beat with a very strong low end. It is a very loud piece. This music could be used in nightclubs and sports venues.","dance, electronic music, house, male voice, electronic drums",,"dance, electronic music, house",,"male voice, electronic drums",1,3,1,2,5
"This is a country music piece. There is a male vocalist singing in a preaching manner. The melody is being played by a violin, a banjo and an electric guitar while an upright bass is playing in the background. The rhythmic background consists of an accentuated acoustic drum beat. The atmosphere is lively and hard-hitting. This piece could be used in the soundtrack of a historical crime movie taking place in the US.","country music, acoustic drums, electric guitar, male vocal, violin",,country music,,"acoustic drums, electric guitar, male vocal, violin",1,1,1,4,5
"The Pop song features a passionate male vocal, alongside widely spread harmonizing mixed vocals, singing over groovy piano chord progression, funky electric guitar melody, groovy bass guitar, shimmering hi hats, punchy kick and punchy snare. It sounds emotional, addictive and euphoric - like a Christmas song.","pop, emotional, passionate male vocal, punchy kick, punchy snare",,pop,emotional,"passionate male vocal, punchy kick, punchy snare",1,1,1,3,5
"The low quality recording features a live performance of a rock song that's sung by flat male vocals and played by electric guitars, groovy bass guitar and energetic drums that consists of punchy kick and snare hits and some short snare rolls, energetic cymbals and shimmering hi-hats. At one point in the loop, it seems that the drummer fell out of rhythm, so it kind of sounds sloppy. It also sounds very noisy, messy, muddy, but still energetic too.","rock, energetic, flat male vocal, punchy kick, punchy snare",,rock,energetic,"flat male vocal, punchy kick, punchy snare",1,1,1,3,5
"The song is an instrumental. The song is medium tempo, with disc scratching tones, whistling tones, keyboard accompaniment and techno drumming. The sound is poor audio quality, with ambient room noises.","dance music, keyboard accompaniment",,dance music,,keyboard accompaniment,1,1,1,1,2
"A male vocalist sings this lively Latino song. The tempo is fast with an animated piano accompaniment, bright trumpets, energetic and rhythmic drumming, groovy bass and keyboard. The song is energetic, lively, buoyant, bouncy, vibrant and vivacious with a dance groove. This song is Latin Pop.","upbeat, fast tempo, groovy bass lines, dance music, latin dance music, energetic, keyboard harmony, male singer","upbeat, fast tempo, groovy bass lines","dance music, latin dance music",energetic,"keyboard harmony, male singer",3,2,1,2,8
"This is a deep house piece. There is a repeating female vocal sample playing while the keyboard and bells are carrying the melody playing the same two chords repeatedly. There is also a nice sound effect. The electronic drum beat is in a crescendo movement creating a hyped-up atmosphere. A male vocal uttering a few words can be heard later on. The piece has a danceable but chill aura to it. It could be used at house parties, dance clubs and tourism advertisements.","electronic dance music, chill, danceable, keyboard",,"electronic dance music, chill, danceable",,keyboard,1,3,1,1,4
This salsa song features a male voice. It starts off with the keyboard and bass playing a synchronized melody. The percussion is played only as a rimshot in a grouping of two strokes followed by a group of three strokes. This is followed by a male voice singing one word. The rest of the instruments start playing at a faster tempo. The main melody of the song is played on the trumpet and saxophone. This is accompanied by percussion playing a salsa beat. A keyboard plays chords with a salsa feel. This song can be played at a dance party.,"moderate tempo, dance song, trumpets, bass, keyboard, percussion, male voice",moderate tempo,dance song,,"trumpets, bass, keyboard, percussion, male voice",1,1,1,5,7
"The low quality recording features a flat male vocal talking, after which a jazz live performance recording starts playing. It sounds like an interview and the recording is mono and noisy.","jazz, flat male vocal",,jazz,,flat male vocal,1,1,1,1,2
"The low quality recording features a pop song that consists of an echoing male vocal singing over punchy kick and snare hits, shimmering hi hats, metallic percussions, synth lead melody, synth pad chords and groovy synth bass. It sounds energetic, nostalgic and exciting - like something you would hear in clubs during the 80s.","groovy synth bass, pop, exciting, energetic, nostalgic, punchy kick, punchy snare",groovy synth bass,pop,"exciting, energetic, nostalgic","punchy kick, punchy snare",1,1,3,2,7
"The Rock song features a flat male vocal singing over arpeggiated electric guitar melody located in the right channel of the stereo image, groovy bass guitar, punchy kick and snare hits and shimmering hi hats. The stereo image is unbalanced because of the electric guitar, which makes it lean towards the right channel. It sounds energetic, groovy, happy and fun.","groovy, rock, happy, energetic, fun, flat male vocal, punchy kick, punchy snare",groovy,rock,"happy, energetic, fun","flat male vocal, punchy kick, punchy snare",1,1,3,3,8
"A male vocalist sings this romantic song. The tempo is medium fast with keyboard harmony, infectious drumming, steady bass lines and electronic guitar. The song is simple, mellow, tender, sentimental, emotional and mellow. This is a Romantic Soft Rock.","medium fast tempo, pop, sentimental, mellow, soft rock, romantic, keyboard harmony, male vocalist, electric guitar",medium fast tempo,pop,"sentimental, mellow, soft rock, romantic","keyboard harmony, male vocalist, electric guitar",1,1,4,3,9
This pop song features a male voice singing the main melody. This is accompanied by percussion playing a simple beat in common time. A choir sings vocables in the background. A piano plays fills in between lines using jazz sequences. A bass plays the root notes of the chords. Strings and flutes can be heard playing along with the voice on the second bar in an ascending run. This song has an upbeat mood. The theme of this song is about friendship. This song can be played in a drama movie about friends.,"moderate tempo, pop song, male voice, piano, bass",moderate tempo,pop song,,"male voice, piano, bass",1,1,1,3,5
