caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags
"This song is a mellow Christian hymn in a foreign language. The tempo is slow with soft piano, rhythmic acoustic guitar, steady drumming and keyboard harmony. The music is minimalist and the song is a prayerful, melodious, devotional, emotional and thankful Gospel Song/Hymn.","slow tempo, rhythmic acoustic guitar, soft, mellow, emotional, steady drumming, male singer","slow tempo, rhythmic acoustic guitar",,"soft, mellow, emotional","steady drumming, male singer"
"This music is a lively Bagpiper instrumental. The tempo is fast with a piper playing a cheerful harmony on the bagpiper with an enthusiastic acoustic guitar accompaniment. The music is vibrant, vivacious, vigorous, engaging, cheerful and merry. The performance is live with a live audience and ambient sounds.","fast tempo, ambient sounds, emotional, passionate",fast tempo,ambient sounds,"emotional, passionate",
"A male vocalist sings this energetic pop song. The tempo is fast with piano accompaniment, bright digital drumming, synthesiser arrangements and groovy bass lines. The song is youthful, fresh, catchy, vivacious, upbeat, sprightly and buoyant with a dance groove. This song is a Hip-Hop Pop song.","dance groove, groovy, pop, dance music, dance pop, funky, groovy bass line, male vocalist, digital drums","dance groove, groovy","pop, dance music, dance pop",funky,"groovy bass line, male vocalist, digital drums"
"The Disco song features a passionate male vocalist singing over funky electric guitar melody, groovy bass, punchy kick and snare hits, shimmering hi hats and groovy synth keys melody. It sounds groovy, funky and passionate.","groovy, passionate, funky, punchy snare, passionate male vocal, punchy kick, groovy bass",groovy,,"passionate, funky","punchy snare, passionate male vocal, punchy kick, groovy bass"
This is an R&B/pop dance music piece. There is a versatile female vocalist singing melodically. There is a keyboard and an electric guitar playing the melody while there is a groovy bass guitar line in the background. The rhythmic background is provided by an electronic drum beat. The atmosphere is urban and danceable. This piece could be used in the soundtrack of a romantic comedy movie.,"groovy, r&b, danceable, bass guitar, electric guitar, electronic drums, keyboard",groovy,"r&b, danceable",,"bass guitar, electric guitar, electronic drums, keyboard"
This is an instrumental punk rock/dub music piece. There is a distorted electric playing the main tune with a bass guitar in the background. The rhythmic background consists of a loud and rapid acoustic drum beat. The atmosphere is aggressive. This piece could be used in the soundtrack of a violent video game.,"fast tempo, energetic, aggressive, bass guitar",fast tempo,,"energetic, aggressive",bass guitar
"A male singer sings this poignant love song. The song is medium tempo with a steady drumming rhythm, strong bass line, keyboard accompaniment, guitar accompaniment and percussion hits. The song is emotional and romantic. The song audio quality is bad.","medium tempo, groovy rhythm, pop song, emotional, passionate, piano accompaniment, steady drumming rhythm, male singer","medium tempo, groovy rhythm",pop song,"emotional, passionate","piano accompaniment, steady drumming rhythm, male singer"
"A male vocalist sings this  energetic rock song. The song is  fast tempo with emphatic drumming, groovy bass lines, funky electric guitar feedback and keyboard accompaniment, with animated, high pitched backup. The song is youthful, energetic,spirited, intense, psychedelic and passionate. This song is Hard Rock.","fast tempo, groovy bass lines, metal, hard rock, energetic, intense, passionate, psychedelic, male singer","fast tempo, groovy bass lines",metal,"hard rock, energetic, intense, passionate, psychedelic",male singer
"The  recording features a pop song that consists of groovy piano chords, harmonizing background vocals, punchy kick and snare hits, shimmering shakers, groovy bass and muffled female vocals singing over it. It sounds energetic, happy, fun and addictive - like something you would hear on a radio.","groovy piano chords, pop, energetic, punchy snare, punchy kick, shimmering shakers, groovy bass",groovy piano chords,pop,energetic,"punchy snare, punchy kick, shimmering shakers, groovy bass"
This is a hardcore rave music piece. There is a female vocalist singing melodically. The high-pitched synth is playing the main theme while an ambient synth with medium-pitched characteristics is playing in the background. A very loud and fast-paced electronic drum beat carries the rhythmic background. The atmosphere is very energetic. This piece could be used in an anime or a video game. It could also be used in DJ sets at rave venues.,"dance, energetic, female voice",,dance,energetic,female voice
"Two viola/cello like instruments being played with a bow and a lot of tremolo. It sounds like they are complaining and crying, full of pain. They both are playing a melody as they are talking to each other. A low basslike drumhit/kick with a long release is hitting one single note. You can hear some white noise in this recording. This song may be playing in a sad and disturbing scene of a retro movie.","slow tempo, cinematic, sad, melancholic, strings",slow tempo,cinematic,"sad, melancholic",strings
"This  is Electronic Dance music. The tempo is fast with synthesiser arrangements, punchy Digital drum rhythm, electronic sounds and a recurring, catchy vocal riff with the sound of talking in the background.The music is obscure as it is an amateur recording . It is buoyant, youthful, energetic, enthusiastic, and pulsating with a dance groove.","fast tempo, electronic music, dance music, psychedelic",fast tempo,"electronic music, dance music",psychedelic,
This instrumental song features a lute being played. This is played using fingerstyle. The song sounds like a folk song. There are no other instruments in this song. There are no voices in this song. This song can be played in a documentary scene with green hills at the backdrop. The mood of this song is happy.,"slow tempo, folk song, happy mood, no voices, no percussion",slow tempo,folk song,happy mood,"no voices, no percussion"
"This audio contains a didgeridoo with reverb panned to the right side of the speakers, some white noise risers that sound like wind. Various synth pads are playing drones in different ranges. This song may be playing while meditation or falling asleep.","slow tempo, meditation, calming, soothing",slow tempo,meditation,"calming, soothing",
The track is of a baby crying incessantly being consoled by a song being played on a phone. The song is medium tempo with a male singer singing to Bollywood music. The audio quality is extremely poor.,"medium tempo, emotional, male singer",medium tempo,,emotional,male singer
This is a pop-rap/dance-rap piece. There is a male vocal rapping joined by the occasional samples of other rappers. The electronic drums and the electronic percussion are providing the rhythmic background. There is a strong 808-style syncopated bass. The atmosphere has a groovy feeling to it. This song could be used in nightclubs and sports venues.,"groovy, rapping, electronic drums",groovy,rapping,,electronic drums
"This is a recording of two flamenco guitarists playing a captivating latin american rhythm. It's upbeat and suitable for dancing. The one guitarist strums chords in the percussive flamenco style, while the other guitarist plays flamenco lead with arpeggios and licks. The performance is live and outside. There is reverb applied to the lead guitar. Both are playing on  nylon strings.","upbeat, dance, energetic, acoustic guitar",upbeat,dance,energetic,acoustic guitar
"This children's song features a male voice singing the main melody. Other voices sing vocables in harmony in the beginning and after the lyrics are sung. This is accompanied by percussion playing a fast beat. The bass plays the root notes of the chords. A synth plays an ascending lick with the vocables in the beginning. When the words are sung, the synth plays the same melody as the main voice. This is a moderate tempo song. The mood of this song is happy. This song can be sung in a children's action movie.","moderate tempo, happy mood, percussion, bass",moderate tempo,,happy mood,"percussion, bass"
"The Children song features wide harmonizing vocals singing over shimmering shakers, groovy bass, punchy snare, soft kick hits, groovy piano chords, shimmering bells melody and acoustic rhythm guitar chords. It sounds addictive, happy and fun - as every children's song should sound.","acoustic rhythm guitar chords, groovy piano chords, happy, fun, punchy snare, shimmering shakers, groovy bass","acoustic rhythm guitar chords, groovy piano chords",,"happy, fun","punchy snare, shimmering shakers, groovy bass"
The song is an instrumental. The song is in medium tempo with a classical guitar playing a lilting melody in accompaniment style. The song is emotional and romantic. The song is a romantic instrumental song.,"groovy, melancholic, romantic, emotional, guitar solo",groovy,,"melancholic, romantic, emotional",guitar solo
"This music is instrumental. The tempo is medium with a lilting middle eastern kind of melody on a string instrument that sounds like a santoor along with a classical tabla accompaniment. The music is traditional, classical, captivating, romantic and nostalgic. This music is an Eastern Classical instrumental.","medium tempo, classical music, folk music, romantic, nostalgic",medium tempo,"classical music, folk music","romantic, nostalgic",
"A male vocalist sings this animated and upbeat pop song. The song starts with a slow tempo with male vocals and soft but emphatic piano accompaniment and cello drone, and a whirring sound like a camera rolling. Post this the song picks up to an upbeat tempo with hard hitting drumming, cymbal rides, upbeat synthesiser harmony and electronic instruments. The song is a ,vibrant, spirited, bouncy, punchy, vivacious, youthful Electronic Dance music/Synth Pop.","fast tempo, pop rock, pop, electronic music, happy, male vocalist, digital drums",fast tempo,"pop rock, pop, electronic music",happy,"male vocalist, digital drums"
This techno song features a synth lead playing the main melody. This is accompanied by programmed percussion playing a simple kick focused beat. The hi-hat is accented in an open position on the 3-and count of every bar. The synth plays the bass part with a voicing that sounds like a cello. This techno song can be played in a club.,"moderate tempo, dance song, trance, no voices",moderate tempo,"dance song, trance",,no voices
"The song feels funky and soulful. There's a rumbling funky bassline, and an electric guitar playing intermittent licks. The drumming sticks on the hi-hats for the feeling of a build-up;. The female vocalist has a powerful, soulful voice.","groovy, soulful, funky",groovy,soulful,funky,
This clip features  audio. This clip is of a male voice singing the main melody. The voice is emotional. This is accompanied by a piano playing chords. There are no other instruments in this song. The theme of this song is romantic.,"slow tempo, pop song, male voice, no percussion",slow tempo,pop song,,"male voice, no percussion"
"This music is an upbeat instrumental. The tempo is fast with keyboard harmony, enthusiastic drumming and electronic arrangements. The harmony sounds like a synthetic sound of a bagpiper . The music is chaotic, quirky, playful, and cheerful.","fast tempo, upbeat, electronic music, playful, keyboard harmony","fast tempo, upbeat",electronic music,playful,keyboard harmony
The song is an instrumental. The tempo is medium with a slick drumming rhythm and a DJ creating cool melodies by scratching and manipulating spinning music discs. The song is energetic and has a dance groove. The song is electronic dance music with poor audio quality and is at home.,"medium tempo, groovy, dance music, electronic dance music, steady drumming rhythm","medium tempo, groovy","dance music, electronic dance music",,steady drumming rhythm
This is a doo wop music piece. There are male vocals singing melodically. The main tune is being played by the electric guitar and the keyboard while the bass guitar is playing in the background. The rhythm is provided by the acoustic drums. The atmosphere is danceable and joyful. This piece could be playing at a dance club for an oldies night.,"danceable, rock, joyful, energetic, acoustic drums, bass guitar, electric guitar, keyboard",,"danceable, rock","joyful, energetic","acoustic drums, bass guitar, electric guitar, keyboard"
"This song is an electronic instrumental. It is medium tempo with a recurring vocal riff, steady drumming, table turner arrangement and distorted sounds like metal scratching. The audio is muffled, making it difficult to hear the finer elements of the song.The repetitive beats and rhythm give  it a trippy, psychedelic and trance vibe.","trance, trap, psychedelic, steady drumming",,"trance, trap",psychedelic,steady drumming
"This is a classical music piece with its main tune played on the theremin instrument. At the same time, a piano plays the chords in the background. It is a unique instrumental piece with a bizarre atmosphere. It could take place in the soundtrack of an art movie.","contemporary, classical, eerie, piano",contemporary,classical,eerie,piano
"A male sings this resounding chant. The tempo is slow with no instrumentation. The chants are musical verses, meditative choral harmony.it is prayerful, calming, pensive, sacred, prayerful and soulful.","soulful, meditation, calming, soothing, male voice",,"soulful, meditation","calming, soothing",male voice
This song contains acoustic drums playing a kick on every half-beat along with an e-bass playing a repeating bassline along with an e-guitar. Another e-guitar is playing long notes with a lot of reverb in a higher register. Another guitar is playing a counter melody in an even higher key. A male voice is singing in a higher key while being backed by another male voice singing a harmony in an even higher key. This song may be playing live at a festival.,"uptempo, rock, acoustic drums, e-bass, male voice singing",uptempo,rock,,"acoustic drums, e-bass, male voice singing"
"The song is an instrumental tolled by a guitarist introducing the lesson. The tempo is slow, a guitar playing gently with feedback buzz noise. The song is relaxing but has poor audio quality with a feedback noise.","medium tempo, ambient noises, electric guitar",medium tempo,ambient noises,,electric guitar
This song features a male voice singing the main melody. The first two lines are sung using the same melody and it culminates in the third line. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. The keyboard plays arpeggiated chords in the background. Another synth plays a windy pad voice throughout the song sounding like strings. This song has a holiday mood. This song can be played in a holiday movie.,"slow tempo, pop song, male voice, keyboard, bass",slow tempo,pop song,,"male voice, keyboard, bass"
This song is full of a digital key/pad sound taking a lot of space with a harmonic melody slightly panned to the right side of the speakers. The drums are a simple kick and clapping snare sound. Accompanied by a digital one note hit on the kick. A male doubled and panned voice is singing as backing vocals when a male mid ranged voice starts rapping. This song may be playing during a relaxing car ride with friends.,"slower tempo, rapping, electronic drums",slower tempo,rapping,,electronic drums
A female singer sings this soulful melody. The song is slow tempo with a guitar playing a subtle bass line and no other instrumentation. The song is romantic and emotional. The song is soul music with jazz and black gospel influences. The audio quality is poor as it is recorded casually at home.,"slow tempo, romantic, emotional, passionate, female singer",slow tempo,,"romantic, emotional, passionate",female singer
This audio contains a fast complex drumpart playing along with a synth lead sound playing a complex melody in a high pitch. Then the song changes to a more calm part with a piano before changing back to action with a distorted e-guitar playing along the low notes with a e-bass. This song sounds very fast paced and may be playing in an arcade fighting game.,"fast tempo, energetic, piano, acoustic drums, e-bass, e-guitar",fast tempo,,energetic,"piano, acoustic drums, e-bass, e-guitar"
"A male vocalist sings this melodic jazz/blues. The tempo is medium fast with a piano accompaniment, groovy bass lines, infectious drumming and guitar accompaniment. There is a sound of syncopated ukulele and another string instrument playing over the song. The song is melodic and ambient but the superimposed strings melody is making it chaotic, busy, confusing and confusing.","fast tempo, groovy bass lines, jazz, blues, chaotic, intense, steady drumming, groovy bass, keyboard harmony, bass guitar, male vocalist","fast tempo, groovy bass lines","jazz, blues","chaotic, intense","steady drumming, groovy bass, keyboard harmony, bass guitar, male vocalist"
"A female singer sings this eerie melody. The song is medium tempo with a rolling bells keyboard harmony, and other ambient echo tones and harp tones. The song is haunting and unsettling. The audio quality is very poor and not enjoyable.","medium tempo, poignant, emotional, eerie, keyboard harmony, female singer",medium tempo,,"poignant, emotional, eerie","keyboard harmony, female singer"
"The song is an instrumental. The tempo is medium, with a dj creating vinyl scratch tones to a steady drumming rhythm, groovy bass line and a keyboard accompaniment. The song is youthful and groovy. The song is a techno dance rhythm.","syncopated rhythms, medium tempo, cheerful, positive, keyboard accompaniment, steady drumming rhythm, piano accompaniment","syncopated rhythms, medium tempo",,"cheerful, positive","keyboard accompaniment, steady drumming rhythm, piano accompaniment"
"The  recording features a drums solo at the very beginning of the loop, after which a pop song starts playing and it consists of a passionate female vocal singing over buzzy synth lead melody. The drums solo contains snare roll and shimmering cymbals. Overall it sounds exciting.","pop, exciting, passionate female vocal, shimmering cymbals",,pop,exciting,"passionate female vocal, shimmering cymbals"
"This folk song features a choir singing the main melody. This is backed by percussion playing a simple beat in common time. A tambourine plays a continuous beat. The bass is played on a tuba. The tuba plays the root and fifth notes of the chords. At the beginning, a trumpet and accordion play a melody in harmony. The accordion continues to play chords in staccato while the choir sings the melody. The mood of this song is happy. This song can be played in a party where there is a large gathering.","moderate tempo, folk song, happy mood, tambourine",moderate tempo,folk song,happy mood,tambourine
"The song is an instrumental. The tempo is medium with various horns like trumpets, trombones and tubas playing blaring lots in harmony. The song is mysterious and ominous in nature. The song is a wildlife documentary soundtrack.","medium tempo, groovy, mysterious, trumpets","medium tempo, groovy",,mysterious,trumpets
This is a hardcore hip-hop/gangsta rap music piece. There are male vocals taking turns rapping and when they are not rapping they are shouting ad-libs. There is a fuzzy synth bass playing the repeated melodic theme of the beat while the rhythm consists of an electronic drum beat with gunshot effects every now and then. The atmosphere is urban and violent. This piece could be included in the soundtrack of a crime movie that takes place in the big city. It could also be used in the soundtrack of a crime video game.,"groovy, rapping, electronic drums",groovy,rapping,,electronic drums
"The song is an instrumental. The tempo is slow with a lion playing an emotional solo, string section harmony, strong drumming rhythm and a steady bass line. The song is emotional and inspiring. The audio quality is poor.","slow tempo, movie soundtrack, poignant, inspiring, passionate, keyboard harmony, steady drumming rhythm",slow tempo,movie soundtrack,"poignant, inspiring, passionate","keyboard harmony, steady drumming rhythm"
"The  recording features a soul song sung by passionate female vocalists over mellow piano chords, smooth bass, shimmering cymbals and punchy kick and snare hits. There are some crowd chattering sounds. It sounds emotional, passionate and heartfelt.","soul, emotional, passionate, passionate female vocal, punchy kick, shimmering cymbals",,soul,"emotional, passionate","passionate female vocal, punchy kick, shimmering cymbals"
"This is a Valentine's ballad. The male vocalist is singing gently in the Thai language. There is an acoustic guitar, a piano and a flute playing the melody interchangeably. There is a simple acoustic drum beat in the rhythmic background. The atmosphere of this piece is romantic. It could be used in romantic social media content in Thailand. It could also be used in romantic movies and TV shows that take place in Thailand.","ballad, romantic, sentimental, acoustic drums, male vocal, piano, acoustic guitar, flute",,ballad,"romantic, sentimental","acoustic drums, male vocal, piano, acoustic guitar, flute"
"A male singer sings this exciting melody. The song is medium fast tempo with a groovy bass line, latin percussion, steady drum rhythm, groovy bass line and keyboard accompaniment. The song is exciting and fun. The song is a modern Latin pop dance hit.","medium fast tempo, latin dance music, romantic, exciting, people dancing, cheerful, passionate, keyboard accompaniment, male singer",medium fast tempo,latin dance music,"romantic, exciting, people dancing, cheerful, passionate","keyboard accompaniment, male singer"
"The Pop song features a passionate male vocal, alongside wide harmonizing background vocals, singing over clapping, shimmering cymbals, groovy bass and soft kick hits. It sounds addictive, happy and joyful.","pop, happy, joyful, groovy bass, passionate male vocal, shimmering cymbals, clapping",,pop,"happy, joyful","groovy bass, passionate male vocal, shimmering cymbals, clapping"
This is a live classical music performance. The piece is being performed by a brass orchestra. There is a trombone playing the lead melody while other trombones and a tuba play the bass backing. The atmosphere is epic. This piece could be playing in the soundtrack of a historical drama movie during the scenes of an army marching towards the enemy territory.,"classical music, cheerful, epic, orchestra",,classical music,"cheerful, epic",orchestra
This is an indie rock/pop rock music piece. There is a male vocalist singing melodically with a telephone vocal effect. The melodic background consists of an electric guitar and a bass guitar. The rhythm is played by a simple acoustic drum beat. The atmosphere is groovy. This piece could be used during a badass scene in a thriller movie.,"groovy, pop rock, acoustic drums, bass guitar, electric guitar, male vocal",groovy,pop rock,,"acoustic drums, bass guitar, electric guitar, male vocal"
"This music is an Electronic dance instrumental. The tempo is medium fast with punchy drum beats and groovy electronic arrangements.The music is buoyant, energetic, electric, pulsating, youthful and vigorous. The thumpy, rhythmic bass and drumming gives it a groovy dance beat.","dance groove, electronic music, ambient, trance, psychedelic, energetic, hypnotic",dance groove,"electronic music, ambient, trance","psychedelic, energetic, hypnotic",
"The song is an instrumental movie soundtrack. The song is medium tempo with a choral section changing, trumpet playing melody and drums playing in a march rhythm. The song is majestic like a funeral march. The song is a movie soundtrack with a poor audio quality issue.","medium tempo, movie soundtrack, emotional, passionate, steady drumming rhythm",medium tempo,movie soundtrack,"emotional, passionate",steady drumming rhythm
This is an opening theme for a TV series. It is an instrumental piece. The main theme is being played by a loud brass section. There is a groovy synth bass line playing. The rhythmic background consists of a strong electronic drum beat. The atmosphere is energetic. This piece could be used in lifting samples for beat-making.,"movie music, energetic, electronic drums, no singer",,movie music,energetic,"electronic drums, no singer"
This amateur recording features a male voice singing the main melody. This is accompanied by a banjo being strummed in a country rhythm. This song is sung at a moderate tempo. This song has a patriotic feel. There are no other instruments in this song apart from the tenor banjo. This song can be played in a patriotic American movie.,"moderate tempo, folk song, male voice, no percussion",moderate tempo,folk song,,"male voice, no percussion"
The drums and the e-bass are creating a reggae groove together with the e-guitar that is playing on the offbeat and with a lot of ping pong delay that is jumping back and forth on both sides of the speakers. The male voice is singing and a shaker is playing panned to the right side of the speakers. This song may be playing at an alternative vegan restaurant with an outside terrace.,"medium tempo, reggae, e-bass, e-guitar, male voice singing",medium tempo,reggae,,"e-bass, e-guitar, male voice singing"
"A male singer sings these whispering vocals. The song is medium fast tempo with a fast metal drumming rhythm, percussive bass line, keyboard accompaniment and various percussion hits. The song is tense and full of suspense. The song is a game soundtrack.","medium fast tempo, energetic, scary, inspiring, eerie, passionate, keyboard harmony, groovy bass line, male singer",medium fast tempo,,"energetic, scary, inspiring, eerie, passionate","keyboard harmony, groovy bass line, male singer"
"The song is an instrumental. The song is medium tempo and tempo changes occur later, with piano accompaniment, guitar solo, chord changes, steady drumming rhythm, rhythm  guitar, and strong bass line . The song is an iconic rock hit and has a bad audio quality.","medium tempo, energetic, sentimental, emotional, passionate, groovy bass line, piano accompaniment",medium tempo,,"energetic, sentimental, emotional, passionate","groovy bass line, piano accompaniment"
Someone is playing an indian bansuri with reverb along with a shrutibox. A keyboard is playing a soft bell sounding melody on top along with some strings. This is an amateur recording. This music may be playing at a live concert.,"slow tempo, classical music, keyboard, strings",slow tempo,classical music,,"keyboard, strings"
"This is a classical orchestral piece. The melody played on the trumpets feels like a prelude to an important, impressive moment. This music would suit any momentous occasion - like the countdown to a rocket launch.","classical music, uplifting, epic, trumpets",,classical music,"uplifting, epic",trumpets
This is a folk music piece from the Balkans. It is an instrumental piece performed with virtual sounds. The leading tune is played by a realistic accordion sound. There is an upbeat bass guitar following the rhythm of a fast tempo acoustic sounding drum beat. The atmosphere is cheerful. This piece could be the perfect accompaniment piece for a Balkan folk dancing course. It could also fit well in the soundtrack of a comedy movie that takes place in the Balkan region.,"upbeat, cheerful, bass guitar",upbeat,,cheerful,bass guitar
"This is an electroclash piece. There is a male vocalist singing in the lead with hollering samples in the background. An electric guitar is playing the main theme repeatedly. The bass guitar is playing a groovy bass line. In the rhythmic background, there is an upbeat acoustic drum beat. The piece is groovy and danceable. It could be playing in the background at a sports bar or a rock bar. The music would also suit well with sports venues.","upbeat, groovy, danceable, energetic, bass guitar, electric guitar, male vocal","upbeat, groovy",danceable,energetic,"bass guitar, electric guitar, male vocal"
This song contains loud acoustic drums with a groove on the ride. An e-bass and e-guitar are playing along in the lower register. A deeper male voice is singing/screaming with a delay on his voice. his voice is doubled. This song may be playing for an action packed youtube video.,"medium tempo, rock, acoustic drums, e-bass, e-guitar",medium tempo,rock,,"acoustic drums, e-bass, e-guitar"
"The  recording features a commercial music that consists punchy kick, claps, shimmering hi hats, short brass hit layered with short sustained synth lead note, groovy synth bass that sounds like a siren, reverberant percussive elements and crowd chant at the end of the loop. It sounds energetic and groovy.","groovy synth bass, groovy, energetic, punchy kick, clapping","groovy synth bass, groovy",,energetic,"punchy kick, clapping"
This is an 80s electronic music piece. The rhythmic background consists of a disco electronic drum beat with frequent tom fills. There is a keyboard playing the main tune while a bass and an evolving synth are in the background. The atmosphere of this piece is groovy. This piece could be used at retro-themed nightclubs and parties. It could also be used in the soundtrack of an 80s movie or a TV show.,"groovy, danceable, electronic, bass, electronic drums",groovy,"danceable, electronic",,"bass, electronic drums"
This is an amateur recording of a live rock music performance. There is a female vocalist singing in the lead. The electric guitar is playing the main melody with a bass guitar in the background. There is a fast-paced and loud acoustic drum beat in the rhythmic background. The atmosphere is loud and rebellious.,"rock music, energetic, acoustic drums, bass guitar, electric guitar, female vocal",,rock music,energetic,"acoustic drums, bass guitar, electric guitar, female vocal"
"This song has a traditional Mexican mariachi sound. It is fun, vibrant and energetic and is led by rhythmic and melodic playing on the Mexican Vihuela. The maracas add an element of rhythmic percussion. There are sounds of laughter in the background.","upbeat, energetic, fun, percussion",upbeat,,"energetic, fun",percussion
This is an Arabian folk music piece. It is meant to be an accompaniment to a folk dance. There is an oud playing the melody while a tambourine is playing as the rhythmic background. This is an amateur recording of a live performance. The atmosphere is playful. This could be playing in the background at a Middle Eastern cuisine restaurant or at a hookah place.,"folk, dance, playful, tambourine, claps",,"folk, dance",playful,"tambourine, claps"
"This music is an aggressive instrumental . The tempo is fast with a violent yet melodic tune that dips suddenly to the sound of gunshots and the metallic sound of empty shells hitting the ground. This music is a violent, harsh, loud, and violent Hard Electronica.","fast tempo, electronic music, harsh, aggressive",fast tempo,electronic music,"harsh, aggressive",
This audio contains someone playing a solo on a distorted e-guitar in the mid range up to the higher register. This song may be playing for a product advertisement.,"medium tempo, rock, e-guitar",medium tempo,rock,,e-guitar
"The song is an instrumental piece. The song is  medium tempo with a casual piano accompaniment which is cheerful and jittery in style, along with violent sounds of a crash, crushing tones, metal clanging and rubber twisting sounds. The song is cheerful and at the same time has violent tones of injury and accident superimposed in it. The song is a background effect for an animated show which is violent in nature.","medium tempo, movie soundtrack, western classical music, emotional, piano accompaniment",medium tempo,"movie soundtrack, western classical music",emotional,piano accompaniment
"The  recording features a live performance of a rock song that consists of aggressive electric guitar chord progression, punchy snare, simple kick pattern, shimmering hi hats, energetic crash cymbal and a groovy bass guitar. At the very beginning the sound is gated, leaving only the distant, reverberant guitar chords and punchy snare hits audible. There is also a short snare roll, right before the drop. This instrumental is very energetic and exciting.","rock, energetic, punchy snare",,rock,energetic,punchy snare
"A male singer introduces the DJ lineup with an enthusiastic song. The tempo is medium with a groovy bass line, steady drumming rhythm, keyboard harmony and other percussion hits. The song is enthusiastic and energetic. The audio quality is very poor.","electronic dance music, people dancing, keyboard harmony, groovy bass line, male singer",,electronic dance music,people dancing,"keyboard harmony, groovy bass line, male singer"
"A male vocalist sings this energetic Rap. The tempo is fast with the vocalist singing a Hip-Hop song with Acapella . No instrumentation is used apart from the vocal percussive beats. The song is a youthful, enthusiastic,engaging, insistent, passionate , groovy, rhythmic patter with slangy lyrics and a dance groove. This song is contemporary Hip-Hop/Rap.","dance groove, fast tempo, rhythmic patter, passionate, male vocalist, bass","dance groove, fast tempo, rhythmic patter",,passionate,"male vocalist, bass"
The song is an instrumental. The song is medium tempo with chord changes played on different keyboards to check subtle differences in tonality. The song track is a comparison video playing funk jazz accompaniment.,"groovy music, medium tempo, groovy rhythm, exciting, keyboard accompaniment","groovy music, medium tempo, groovy rhythm",,exciting,keyboard accompaniment
"A male vocalist sings this aggressive song. The tempo is medium fast with electronic music; vigorous drumming, cymbal ride; synthesiser arrangements, distorted menacing vocals and electronic music. The song is angry, aggressive, sinister, menacing, spine-chilling and chaotic. This song is a Goth Rock/Hard Metal song.","medium fast tempo, electro pop, chaotic, eerie, intense, aggressive",medium fast tempo,electro pop,"chaotic, eerie, intense, aggressive",
"This is the recording of a jazz improvisation performance. It is in an instrumental piece performed with a keyboard that utilizes a classical piano sound. The chords are being played gently which creates a calming atmosphere. Due to various chords and lines being played in this performance, parts of it could be lifted to be used as piano samples for a beat. It could also be playing in the background of a restaurant or a jazz bar.","jazz, calming, gentle, keyboard, no singer",,jazz,"calming, gentle","keyboard, no singer"
"This song is an instrumental. The tempo is medium with melodious synthesiser arrangement , steady drumming and funky bass in contrast to a dissonant gun firing like sound;. The mismatched rhythm is unpleasant to the ears and disturbs the harmonic vibe of the song.","medium tempo, ambient, steady drumming",medium tempo,ambient,,steady drumming
This dancehall song features a male voice singing the main melody. Another male voice sings backing vocals in harmony with the main melody. The voice sings at a fast pace fitting many syllables in the rhythm phrases. This is accompanied by programmed percussion playing a simple beat. Synth sounds are played in between lines. This song is flirty. This song can be played in a club.,"moderate tempo, dance music, male voice",moderate tempo,dance music,,male voice
This audio clip features a female voice singing the main melody. The quality of the audio recording is low. The voice is accompanied by Latin style percussion. Male voices sing backing vocals. This is a dance song at a moderate tempo. The sound of a camera shutter is played at the beginning and end of the clip. Other musical instruments are barely audible due to the  of audio recording.,"moderate tempo, dance music, female voice",moderate tempo,dance music,,female voice
"This is an R&B/soul music piece. There is a whole mix of male and female vocals singing melodically. The tune is being performed by the keyboard while the electric guitar and the bass guitar are playing in the background. There is a slow tempo electronic drum beat in the rhythmic background. The atmosphere is emotional. This piece could be used in the soundtrack of a romance movie, especially during the scenes of resolution.","slow tempo, soul, r&b, emotional, dreamy, bass guitar, electric guitar, electronic drums, keyboard",slow tempo,"soul, r&b","emotional, dreamy","bass guitar, electric guitar, electronic drums, keyboard"
"The  recording features a dance hall rhythm Christmas song that consists of flat male vocals, alongside high pitched male vocals at the very beginning, singing over syncopated snare, plucked sitar melody, ""4 on the floor"" kick pattern and simple bass. It sounds fun and happy, like something kids would listen to.","syncopated snare, happy, fun, flat male vocal",syncopated snare,,"happy, fun",flat male vocal
A male singer sings this emotional melody with a female backup singer singing chanting tones. The song is slow tempo with a guitar strumming gently and no other instrumentation. The song is emotional and romantic. The song is beautiful and lilting.,"slow tempo, romantic, passionate, male singer",slow tempo,,"romantic, passionate",male singer
A female singer sings this beautiful melody. The song is medium tempo with no instrumentation but just the vocal echoes from the singer's vocals. The song is devotional and prayer-like in nature. The song is a Christmas hymn being sung by a Celtic singer. The audio quality is very muted and poor.,"medium tempo, inspiring, female singer, orchestra",medium tempo,,inspiring,"female singer, orchestra"
"A female vocalist sings this enchanting song.the tempo is slow with this clip opening with the vocalist almost ending the sentence. The singer is accompanied by mesmerising Violin symphony and  piano accompaniment . This song is a live performance as it is sung with an orchestra and there  is the sound of people talking. The song is enchanting, ethereal, captivating, soothing and celestial.","slow tempo, ethereal, soothing, female singer, orchestra, cello",slow tempo,,"ethereal, soothing","female singer, orchestra, cello"
This is a cover of an alternative rock music piece. There is an electric guitar with a clean sound and a lot of reverb playing a gentle arpeggio. The atmosphere is dreamy and hazy. This piece could be used in the background of a tutorial video.,"alternative rock, dreamy, electric guitar",,alternative rock,dreamy,electric guitar
