instrument_tags,mood_tags,genre_tags,tempo_tags,aspect_list,id
"no voices, e-bass, guitar, flute, female voice, male singer, electric guitar","emotional, sad",movie music,"dance groove, afrobeat","no voices, e-bass, guitar, flute, female voice, male singer, electric guitar, emotional, sad, movie music, dance groove, afrobeat",sample_0519
"bass guitar, guitar solo, male voice",weird,blues,"distorted guitar rhythm, rhythmic, slick drumming rhythm","bass guitar, guitar solo, male voice, weird, blues, distorted guitar rhythm, rhythmic, slick drumming rhythm",sample_0520
"bass guitar, bass, shimmering cymbals","playful, aggressive","dance music, rock, western classical music, electronic music, rap, latin dance music",fast tempo,"bass guitar, bass, shimmering cymbals, playful, aggressive, dance music, rock, western classical music, electronic music, rap, latin dance music, fast tempo",sample_0521
"steady drumming rhythm, percussion, e-guitar, no percussion","happy, nostalgic, cheerful","soul, classical, ballad, dance music",medium to uptempo,"steady drumming rhythm, percussion, e-guitar, no percussion, happy, nostalgic, cheerful, soul, classical, ballad, dance music, medium to uptempo",sample_0522
"shimmering shakers, groovy bass, male vocalist, bass guitar, bass","uplifting, meditative",folk song,"uptempo, medium to uptempo, slow tempo, rising pattern","shimmering shakers, groovy bass, male vocalist, bass guitar, bass, uplifting, meditative, folk song, uptempo, medium to uptempo, slow tempo, rising pattern",sample_0523
no voices,"emotional, calming",western classical music,acoustic rhythm guitar chords,"no voices, emotional, calming, western classical music, acoustic rhythm guitar chords",sample_0524
"acoustic drums, guitar solo, keyboard, no voices, shimmering cymbals, keyboard accompaniment",suspenseful,"jazz, reggae","slow to medium tempo, rising pattern, medium tempo, slick drumming rhythm","acoustic drums, guitar solo, keyboard, no voices, shimmering cymbals, keyboard accompaniment, suspenseful, jazz, reggae, slow to medium tempo, rising pattern, medium tempo, slick drumming rhythm",sample_0525
"piano, trumpets, no voices",energetic,dance music,syncopated harmony,"piano, trumpets, no voices, energetic, dance music, syncopated harmony",sample_0526
"electric guitar, bass guitar",sentimental,"dance, metal",fast tempo,"electric guitar, bass guitar, sentimental, dance, metal, fast tempo",sample_0527
"no voices, male singer","inspiring, calming, dreamy, soft rock",classical music,medium to uptempo,"no voices, male singer, inspiring, calming, dreamy, soft rock, classical music, medium to uptempo",sample_0528
"clapping, piano, bass",sad,soul,uptempo,"clapping, piano, bass, sad, soul, uptempo",sample_0529
"keyboard harmony, tambourine",sad,western classical music,upbeat,"keyboard harmony, tambourine, sad, western classical music, upbeat",sample_0530
"tambourine, male vocal, keyboard","melancholic, exciting, energetic",dance,"medium tempo, groovy","tambourine, male vocal, keyboard, melancholic, exciting, energetic, dance, medium tempo, groovy",sample_0531
"punchy snare, no voices, male singer","emotional, mysterious",rock,"slick drumming rhythm, groovy bassline, dance groove, groovy piano chords, upbeat, rhythmic patter","punchy snare, no voices, male singer, emotional, mysterious, rock, slick drumming rhythm, groovy bassline, dance groove, groovy piano chords, upbeat, rhythmic patter",sample_0532
"passionate female vocal, acoustic guitar, tambourine","happy, intense, fun",movie soundtrack,slow tempo,"passionate female vocal, acoustic guitar, tambourine, happy, intense, fun, movie soundtrack, slow tempo",sample_0533
steady drumming,"uplifting, aggressive, mellow, people dancing",electronic dance music,groovy,"steady drumming, uplifting, aggressive, mellow, people dancing, electronic dance music, groovy",sample_0534
"piano, tambourine, bass, keyboard, passionate female vocal","melancholic, sad, passionate, emotional","ambient, ballad","slow tempo, medium fast tempo, slow to medium tempo, groovy bas slime, fast tempo, rhythmic beat, upbeat","piano, tambourine, bass, keyboard, passionate female vocal, melancholic, sad, passionate, emotional, ambient, ballad, slow tempo, medium fast tempo, slow to medium tempo, groovy bas slime, fast tempo, rhythmic beat, upbeat",sample_0535
"tambourine, flute","psychedelic, fun, romantic, passionate","metal, country music, folk",upbeat,"tambourine, flute, psychedelic, fun, romantic, passionate, metal, country music, folk, upbeat",sample_0536
electronic drums,"energetic, hard rock","electronic, trap, classical music, ambient noises, pop, rap, orchestral, chill",slow to medium tempo,"electronic drums, energetic, hard rock, electronic, trap, classical music, ambient noises, pop, rap, orchestral, chill, slow to medium tempo",sample_0537
"percussion, piano",soft,"rap, rock","uptempo, medium tempo, medium fast tempo, acoustic rhythm guitar chords","percussion, piano, soft, rap, rock, uptempo, medium tempo, medium fast tempo, acoustic rhythm guitar chords",sample_0538
"e-guitar, piano, claps, passionate male vocal, male voice singing, female singer, punchy snare, male vocalist","happy, calming, epic, sentimental, heavy metal","dance song, rap","fast tempo, uptempo","e-guitar, piano, claps, passionate male vocal, male voice singing, female singer, punchy snare, male vocalist, happy, calming, epic, sentimental, heavy metal, dance song, rap, fast tempo, uptempo",sample_0539
"claps, acoustic guitar, steady drumming rhythm",happy mood,electronic music,mid tempo,"claps, acoustic guitar, steady drumming rhythm, happy mood, electronic music, mid tempo",sample_0540
"male voice singing, electric guitar, steady drumming, e-guitar, female voice, male voice",happy mood,"country, pop song, folk song, metal, orchestral",groovy music,"male voice singing, electric guitar, steady drumming, e-guitar, female voice, male voice, happy mood, country, pop song, folk song, metal, orchestral, groovy music",sample_0541
"male singer, tambourine","happy, joyful",electro pop,groovy,"male singer, tambourine, happy, joyful, electro pop, groovy",sample_0542
"bass guitar, male voice, no voice, percussion",gentle,"rapping, dance","medium tempo, groovy music","bass guitar, male voice, no voice, percussion, gentle, rapping, dance, medium tempo, groovy music",sample_0543
clapping,"energetic, gentle, funky","country, movie soundtrack, r&b, dance",medium to uptempo,"clapping, energetic, gentle, funky, country, movie soundtrack, r&b, dance, medium to uptempo",sample_0544
"punchy kick, cello, acoustic drums, e-guitar, no voices, flat male vocal","suspenseful, joyful",cinematic,"rising pattern, steady rhythm, afrobeat, groovy, slower tempo","punchy kick, cello, acoustic drums, e-guitar, no voices, flat male vocal, suspenseful, joyful, cinematic, rising pattern, steady rhythm, afrobeat, groovy, slower tempo",sample_0545
"punchy kick, groovy bass, acoustic guitar, male voice singing",funky,ambient noises,rhythm,"punchy kick, groovy bass, acoustic guitar, male voice singing, funky, ambient noises, rhythm",sample_0546
"strings, trumpets, no singer","people dancing, passionate, happy, melancholic","electronic dance music, western classical music, indie, movie soundtrack, pop",rhythm,"strings, trumpets, no singer, people dancing, passionate, happy, melancholic, electronic dance music, western classical music, indie, movie soundtrack, pop, rhythm",sample_0547
"drums, keyboard, percussion, trumpets",meditative,cinematic,"uptempo, rising pattern","drums, keyboard, percussion, trumpets, meditative, cinematic, uptempo, rising pattern",sample_0548
"no percussion, acoustic guitar, keyboard accompaniment, male voice, acoustic drums",passionate,latin dance music,strong drumming rhythm,"no percussion, acoustic guitar, keyboard accompaniment, male voice, acoustic drums, passionate, latin dance music, strong drumming rhythm",sample_0549
"electronic drums, female vocal, bass guitar, bass, cello","sad, cheerful, energetic, uplifting","trance, movie soundtrack, ambient noises, rock","moderate tempo, mid tempo, uptempo, groovy music, afrobeat, slow tempo","electronic drums, female vocal, bass guitar, bass, cello, sad, cheerful, energetic, uplifting, trance, movie soundtrack, ambient noises, rock, moderate tempo, mid tempo, uptempo, groovy music, afrobeat, slow tempo",sample_0550
"electronic drums, bass, piano accompaniment, cello, piano, keyboard harmony, e-guitar","sentimental, calming, passionate, funky",reggae,"fast tempo, slow","electronic drums, bass, piano accompaniment, cello, piano, keyboard harmony, e-guitar, sentimental, calming, passionate, funky, reggae, fast tempo, slow",sample_0551
"e-bass, groovy bass",meditative,rock,medium tempo,"e-bass, groovy bass, meditative, rock, medium tempo",sample_0552
"male vocal, punchy kick, male voice",dark,"danceable, movie soundtrack","groovy bassline, medium to uptempo, upbeat, groovy, moderate tempo, steady rhythm, uptempo","male vocal, punchy kick, male voice, dark, danceable, movie soundtrack, groovy bassline, medium to uptempo, upbeat, groovy, moderate tempo, steady rhythm, uptempo",sample_0553
"violin, electronic drums, female vocal, e-bass","energetic, passionate, intense",classical,fast tempo,"violin, electronic drums, female vocal, e-bass, energetic, passionate, intense, classical, fast tempo",sample_0554
"keyboard, digital drums","cheerful, epic, harsh",soulful,slow tempo,"keyboard, digital drums, cheerful, epic, harsh, soulful, slow tempo",sample_0555
"acoustic guitar, digital drums",joyful,soulful,moderate tempo,"acoustic guitar, digital drums, joyful, soulful, moderate tempo",sample_0556
"passionate male vocal, tambourine","inspiring, happy","rock music, gospel","medium tempo, groovy rhythm, upbeat","passionate male vocal, tambourine, inspiring, happy, rock music, gospel, medium tempo, groovy rhythm, upbeat",sample_0557
"tambourine, shimmering cymbals, trumpets, acoustic drums",positive,"cinematic, meditation, ambient, indie","groovy piano chords, slow rock, slow tempo, fast tempo, syncopated","tambourine, shimmering cymbals, trumpets, acoustic drums, positive, cinematic, meditation, ambient, indie, groovy piano chords, slow rock, slow tempo, fast tempo, syncopated",sample_0558
"no voices, no percussion, female vocal","cheerful, passionate, sad, playful","electronic, pop song","upbeat, moderate tempo, medium tempo","no voices, no percussion, female vocal, cheerful, passionate, sad, playful, electronic, pop song, upbeat, moderate tempo, medium tempo",sample_0559
strings,"mysterious, melancholic, emotional, passionate, aggressive, funk, meditative","pop, soulful, electro pop, ambient sounds, rap, folk song",medium tempo,"strings, mysterious, melancholic, emotional, passionate, aggressive, funk, meditative, pop, soulful, electro pop, ambient sounds, rap, folk song, medium tempo",sample_0560
"groovy bass, electric guitar","happy, intense",hip hop,"medium fast tempo, medium to uptempo","groovy bass, electric guitar, happy, intense, hip hop, medium fast tempo, medium to uptempo",sample_0561
"male vocal, clapping, steady drumming rhythm, keyboard, acoustic guitar","funky, romantic, melancholic","pop, dance song, dance music, orchestral",groovy drumming rhythm,"male vocal, clapping, steady drumming rhythm, keyboard, acoustic guitar, funky, romantic, melancholic, pop, dance song, dance music, orchestral, groovy drumming rhythm",sample_0562
bass,"heavy metal, melancholic",dance pop,"medium to uptempo, syncopated harmony","bass, heavy metal, melancholic, dance pop, medium to uptempo, syncopated harmony",sample_0563
"cello, drums","poignant, emotional, aggressive, meditative, mysterious",pop,syncopated rhythms,"cello, drums, poignant, emotional, aggressive, meditative, mysterious, pop, syncopated rhythms",sample_0564
"groovy bass line, electric guitar, punchy kick, orchestra, piano, male voice",soft,danceable,strong drumming rhythm,"groovy bass line, electric guitar, punchy kick, orchestra, piano, male voice, soft, danceable, strong drumming rhythm",sample_0565
piano,"calming, intense",gospel,medium fast tempo,"piano, calming, intense, gospel, medium fast tempo",sample_0566
keyboard harmony,sad,soulful,"groovy double bass, beatbox, uptempo","keyboard harmony, sad, soulful, groovy double bass, beatbox, uptempo",sample_0567
bass guitar,"eerie, passionate, gentle, uplifting, dramatic, happy mood, hypnotic, joyful",alternative rock,"rhythmic beat, dance rhythm, slick drumming rhythm","bass guitar, eerie, passionate, gentle, uplifting, dramatic, happy mood, hypnotic, joyful, alternative rock, rhythmic beat, dance rhythm, slick drumming rhythm",sample_0568
"acoustic drums, male voice, no singer, electronic drums","soft, spiritual, calming, energetic, emotional",country,rhythmic,"acoustic drums, male voice, no singer, electronic drums, soft, spiritual, calming, energetic, emotional, country, rhythmic",sample_0569
"male voice, acoustic drums",energetic,"r&b, dance music, indie, classical",groovy,"male voice, acoustic drums, energetic, r&b, dance music, indie, classical, groovy",sample_0570
"male voice, keyboard harmony, acoustic drums, male vocalist, bass, e-bass","romantic, positive, soothing","soulful, ballad, country music, alternative rock, dance music","syncopated harmony, groovy piano chords, slow tempo, rhythmic patter, medium to uptempo","male voice, keyboard harmony, acoustic drums, male vocalist, bass, e-bass, romantic, positive, soothing, soulful, ballad, country music, alternative rock, dance music, syncopated harmony, groovy piano chords, slow tempo, rhythmic patter, medium to uptempo",sample_0571
"guitar solo, no voices, cello, claps, e-bass, orchestra, guitar","mellow, joyful, psychedelic","r&b, rock, jazz",uptempo,"guitar solo, no voices, cello, claps, e-bass, orchestra, guitar, mellow, joyful, psychedelic, r&b, rock, jazz, uptempo",sample_0572
bass guitar,meditative,"soul, ambient noises, rock, ambient, trap, dance pop, electronic, country","slow tempo, rhythmic acoustic guitar","bass guitar, meditative, soul, ambient noises, rock, ambient, trap, dance pop, electronic, country, slow tempo, rhythmic acoustic guitar",sample_0573
"keyboard harmony, violin, punchy kick, trumpets, guitar",playful,"classical, classical music, hip hop",groovy,"keyboard harmony, violin, punchy kick, trumpets, guitar, playful, classical, classical music, hip hop, groovy",sample_0574
"acoustic drums, keyboard accompaniment, shimmering cymbals, male vocal, punchy snare","meditative, epic, happy mood, intense, fun, gentle, weird, soft","alternative rock, blues","medium fast tempo, fast tempo","acoustic drums, keyboard accompaniment, shimmering cymbals, male vocal, punchy snare, meditative, epic, happy mood, intense, fun, gentle, weird, soft, alternative rock, blues, medium fast tempo, fast tempo",sample_0575
piano accompaniment,"meditative, hard rock, ethereal, emotional, sad","country, danceable",moderate tempo,"piano accompaniment, meditative, hard rock, ethereal, emotional, sad, country, danceable, moderate tempo",sample_0576
"strings, female singer, tambourine","inspiring, sentimental, aggressive, dramatic",movie soundtrack,"upbeat, slow tempo, polyrhythms, rhythmic patter","strings, female singer, tambourine, inspiring, sentimental, aggressive, dramatic, movie soundtrack, upbeat, slow tempo, polyrhythms, rhythmic patter",sample_0577
strings,heavy metal,"dance song, classical, orchestral, trance",syncopated rhythms,"strings, heavy metal, dance song, classical, orchestral, trance, syncopated rhythms",sample_0578
flat male vocal,"fun, soothing, cheerful, harsh, passionate","ballad, soulful, folk music, pop, classical music, electro pop, pop rock","groovy, groovy rhythm, beatbox, strong drumming rhythm","flat male vocal, fun, soothing, cheerful, harsh, passionate, ballad, soulful, folk music, pop, classical music, electro pop, pop rock, groovy, groovy rhythm, beatbox, strong drumming rhythm",sample_0579
electronic drums,"people dancing, uplifting","chill, pop song, folk, folk song, movie soundtrack",groovy piano chords,"electronic drums, people dancing, uplifting, chill, pop song, folk, folk song, movie soundtrack, groovy piano chords",sample_0580
"male voice singing, e-bass",inspiring,pop rock,medium fast tempo,"male voice singing, e-bass, inspiring, pop rock, medium fast tempo",sample_0581
"guitar solo, cello, acoustic guitar, acoustic drums, punchy kick, guitar, punchy snare","playful, calm, emotional, hard rock, cheerful, scary, happy mood, funky, exciting, passionate","cinematic, r&b",slow,"guitar solo, cello, acoustic guitar, acoustic drums, punchy kick, guitar, punchy snare, playful, calm, emotional, hard rock, cheerful, scary, happy mood, funky, exciting, passionate, cinematic, r&b, slow",sample_0582
"tambourine, electronic drums",romantic,jazz,medium to uptempo,"tambourine, electronic drums, romantic, jazz, medium to uptempo",sample_0583
groovy bass,exciting,"reggae, jazz","slower tempo, medium to uptempo","groovy bass, exciting, reggae, jazz, slower tempo, medium to uptempo",sample_0584
clapping,sentimental,hip hop,medium tempo,"clapping, sentimental, hip hop, medium tempo",sample_0585
punchy kick,"exciting, dreamy, dark, energetic, soft",dance,"medium tempo, uptempo","punchy kick, exciting, dreamy, dark, energetic, soft, dance, medium tempo, uptempo",sample_0586
"acoustic drums, orchestra, punchy snare","eerie, intense",techno,moderate tempo,"acoustic drums, orchestra, punchy snare, eerie, intense, techno, moderate tempo",sample_0587
"female voice, e-bass, acoustic drums",aggressive,techno,rhythmic beat,"female voice, e-bass, acoustic drums, aggressive, techno, rhythmic beat",sample_0588
"tambourine, male vocal, groovy bass, male voice, flat male vocal, male voice singing",soothing,pop,"rhythmic acoustic guitar, groovy synth bass, fast tempo, dance rhythm","tambourine, male vocal, groovy bass, male voice, flat male vocal, male voice singing, soothing, pop, rhythmic acoustic guitar, groovy synth bass, fast tempo, dance rhythm",sample_0589
male voice singing,"people dancing, playful, intense, heavy metal, exciting, soothing","meditation, electronic, cinematic, jazz, movie soundtrack, r&b","fast tempo, rhythm, uptempo","male voice singing, people dancing, playful, intense, heavy metal, exciting, soothing, meditation, electronic, cinematic, jazz, movie soundtrack, r&b, fast tempo, rhythm, uptempo",sample_0590
bass guitar,passionate,"country music, electronic dance music, hip hop, pop, metal, dance music, electronic music, soulful, trance, jazz",fast tempo,"bass guitar, passionate, country music, electronic dance music, hip hop, pop, metal, dance music, electronic music, soulful, trance, jazz, fast tempo",sample_0591
"percussion, punchy snare, flat male vocal","emotional, hard rock, soft, harsh, energetic, chaotic","electro pop, dance music, movie soundtrack",slow tempo,"percussion, punchy snare, flat male vocal, emotional, hard rock, soft, harsh, energetic, chaotic, electro pop, dance music, movie soundtrack, slow tempo",sample_0592
"guitar solo, piano, trumpets, male voice, piano accompaniment",calming,"classical, meditation, folk, soul",groovy bass lines,"guitar solo, piano, trumpets, male voice, piano accompaniment, calming, classical, meditation, folk, soul, groovy bass lines",sample_0593
female voice,harsh,"pop, dance music, gospel",upbeat,"female voice, harsh, pop, dance music, gospel, upbeat",sample_0594
keyboard,"chaotic, fun, aggressive",house,beatboxing,"keyboard, chaotic, fun, aggressive, house, beatboxing",sample_0595
"piano, groovy bass",soothing,"alternative rock, folk music, soul, rock music, techno",upbeat,"piano, groovy bass, soothing, alternative rock, folk music, soul, rock music, techno, upbeat",sample_0596
"acoustic guitar, bass guitar, clapping, male vocal, male vocalist, percussion",calming,"jazz, r&b","moderate tempo, rhythmic patter, medium to uptempo, mid tempo, medium tempo, rhythmic acoustic guitar","acoustic guitar, bass guitar, clapping, male vocal, male vocalist, percussion, calming, jazz, r&b, moderate tempo, rhythmic patter, medium to uptempo, mid tempo, medium tempo, rhythmic acoustic guitar",sample_0597
"groovy bass, steady drumming","emotional, inspiring, ethereal",rap,"uptempo, medium tempo","groovy bass, steady drumming, emotional, inspiring, ethereal, rap, uptempo, medium tempo",sample_0598
"keyboard, piano, groovy bass, bass guitar, no percussion, male vocalist, no singer","mysterious, scary, positive, emotional, uplifting","reggae, electronic dance music","steady rhythm, medium to uptempo","keyboard, piano, groovy bass, bass guitar, no percussion, male vocalist, no singer, mysterious, scary, positive, emotional, uplifting, reggae, electronic dance music, steady rhythm, medium to uptempo",sample_0599
"claps, acoustic guitar","passionate, mellow, cheerful",soulful,medium fast tempo,"claps, acoustic guitar, passionate, mellow, cheerful, soulful, medium fast tempo",sample_0600
male voice singing,"epic, happy mood, intense",electronic music,"uptempo, beat boxing","male voice singing, epic, happy mood, intense, electronic music, uptempo, beat boxing",sample_0601
"percussion, strings, bass guitar, violin, male singer, claps, drums, flute",hypnotic,"rap, folk song",rhythmic,"percussion, strings, bass guitar, violin, male singer, claps, drums, flute, hypnotic, rap, folk song, rhythmic",sample_0602
"passionate female vocal, groovy bass, bass guitar, keyboard, no singer, no voice","joyful, hypnotic, psychedelic, emotional, hard rock, mysterious, happy, eerie, exciting","dance music, indie, hip hop","groovy, fast tempo","passionate female vocal, groovy bass, bass guitar, keyboard, no singer, no voice, joyful, hypnotic, psychedelic, emotional, hard rock, mysterious, happy, eerie, exciting, dance music, indie, hip hop, groovy, fast tempo",sample_0603
"shimmering shakers, electronic drums, percussion, e-guitar","soothing, scary","trap, r&b, meditation",strong drumming rhythm,"shimmering shakers, electronic drums, percussion, e-guitar, soothing, scary, trap, r&b, meditation, strong drumming rhythm",sample_0604
"no voice, acoustic drums, strings, no voices, percussion, female voice, steady drumming",eerie,"alternative rock, ambient, chill, blues",medium tempo,"no voice, acoustic drums, strings, no voices, percussion, female voice, steady drumming, eerie, alternative rock, ambient, chill, blues, medium tempo",sample_0605
"digital drums, bass guitar, acoustic guitar, no percussion, e-bass, flat male vocal","sad, cheerful",rock music,"slower tempo, moderate tempo","digital drums, bass guitar, acoustic guitar, no percussion, e-bass, flat male vocal, sad, cheerful, rock music, slower tempo, moderate tempo",sample_0606
"acoustic drums, male voice singing","sentimental, dark","dance song, techno, ambient","groovy, upbeat, dance rhythm","acoustic drums, male voice singing, sentimental, dark, dance song, techno, ambient, groovy, upbeat, dance rhythm",sample_0607
acoustic guitar,soft rock,orchestral,"upbeat, groovy bass lines, moderate tempo, groovy rhythm, groovy","acoustic guitar, soft rock, orchestral, upbeat, groovy bass lines, moderate tempo, groovy rhythm, groovy",sample_0608
e-bass,cheerful,pop,medium tempo,"e-bass, cheerful, pop, medium tempo",sample_0609
"electric guitar, female singer, e-bass, passionate female vocal, keyboard","cheerful, psychedelic, sentimental","electronic dance music, dance music","slower to medium tempo, medium fast tempo","electric guitar, female singer, e-bass, passionate female vocal, keyboard, cheerful, psychedelic, sentimental, electronic dance music, dance music, slower to medium tempo, medium fast tempo",sample_0610
keyboard harmony,"funky, passionate",ambient sounds,"groovy synth bass, fast tempo","keyboard harmony, funky, passionate, ambient sounds, groovy synth bass, fast tempo",sample_0611
"flat male vocal, acoustic drums, electronic drums",suspenseful,"ambient noises, chill, dance song, danceable, pop, r&b, electronic dance music, alternative rock, jazz",groovy,"flat male vocal, acoustic drums, electronic drums, suspenseful, ambient noises, chill, dance song, danceable, pop, r&b, electronic dance music, alternative rock, jazz, groovy",sample_0612
"electronic drums, keyboard, flat male vocal, male voice, acoustic drums","energetic, harsh, nostalgic, soothing, aggressive, calming","electronic, country, movie music, rock music, dance","moderate tempo, medium fast tempo","electronic drums, keyboard, flat male vocal, male voice, acoustic drums, energetic, harsh, nostalgic, soothing, aggressive, calming, electronic, country, movie music, rock music, dance, moderate tempo, medium fast tempo",sample_0613
electronic drums,"spiritual, exciting",rap,medium to uptempo,"electronic drums, spiritual, exciting, rap, medium to uptempo",sample_0614
"clapping, male vocal, bass guitar",weird,"movie soundtrack, country music, country",uptempo,"clapping, male vocal, bass guitar, weird, movie soundtrack, country music, country, uptempo",sample_0615
"orchestra, male voice, passionate male vocal, guitar solo","psychedelic, sad, soft",folk,dance rhythm,"orchestra, male voice, passionate male vocal, guitar solo, psychedelic, sad, soft, folk, dance rhythm",sample_0616
"passionate female vocal, flat male vocal, female voice, shimmering shakers","calming, gentle, sentimental, suspenseful, funky, dark, exciting, uplifting","pop song, ambient, electro pop, danceable, trance, r&b, blues, techno","moderate tempo, fast tempo","passionate female vocal, flat male vocal, female voice, shimmering shakers, calming, gentle, sentimental, suspenseful, funky, dark, exciting, uplifting, pop song, ambient, electro pop, danceable, trance, r&b, blues, techno, moderate tempo, fast tempo",sample_0617
"male singer, bass, digital drums, keyboard, piano, punchy snare, acoustic guitar, violin","hard rock, meditative, soothing, ethereal, positive","electro pop, movie soundtrack, ambient noises",slow,"male singer, bass, digital drums, keyboard, piano, punchy snare, acoustic guitar, violin, hard rock, meditative, soothing, ethereal, positive, electro pop, movie soundtrack, ambient noises, slow",sample_0618
"e-bass, steady drumming",emotional,pop,groovy,"e-bass, steady drumming, emotional, pop, groovy",sample_0619
"acoustic drums, bass, electronic drums, acoustic guitar, female voice",meditative,"gospel, rock, ambient noises",syncopated harmony,"acoustic drums, bass, electronic drums, acoustic guitar, female voice, meditative, gospel, rock, ambient noises, syncopated harmony",sample_0620
"orchestra, bass guitar","funky, dark, hard rock","danceable, trap, hip hop, country music, reggae, latin dance music","medium tempo, upbeat","orchestra, bass guitar, funky, dark, hard rock, danceable, trap, hip hop, country music, reggae, latin dance music, medium tempo, upbeat",sample_0621
"violin, electric guitar, male singer, acoustic drums","fun, soft",orchestral,"strong drumming rhythm, slow tempo, medium tempo, groovy rhythm","violin, electric guitar, male singer, acoustic drums, fun, soft, orchestral, strong drumming rhythm, slow tempo, medium tempo, groovy rhythm",sample_0622
male singer,scary,"folk music, gospel, reggae, electronic music, latin dance music","moderate tempo, slower tempo, uptempo, medium tempo","male singer, scary, folk music, gospel, reggae, electronic music, latin dance music, moderate tempo, slower tempo, uptempo, medium tempo",sample_0623
"female vocal, male voice singing, e-guitar",soft rock,"metal, blues, soulful",uptempo,"female vocal, male voice singing, e-guitar, soft rock, metal, blues, soulful, uptempo",sample_0624
"piano accompaniment, no voices, male voice","happy, chaotic",dance music,groovy rhythm,"piano accompaniment, no voices, male voice, happy, chaotic, dance music, groovy rhythm",sample_0625
electric guitar,"mellow, exciting",dance music,"groovy, medium fast tempo","electric guitar, mellow, exciting, dance music, groovy, medium fast tempo",sample_0626
"e-bass, no singer, acoustic drums, bass guitar",calming,"trap, gospel, pop, ambient sounds",rhythmic patter,"e-bass, no singer, acoustic drums, bass guitar, calming, trap, gospel, pop, ambient sounds, rhythmic patter",sample_0627
"keyboard, groovy bass line, digital drums, guitar solo","people dancing, scary, dramatic, dark",electronic music,groovy,"keyboard, groovy bass line, digital drums, guitar solo, people dancing, scary, dramatic, dark, electronic music, groovy",sample_0628
piano,"mellow, epic, happy, calming",ambient,"upbeat, beatboxing","piano, mellow, epic, happy, calming, ambient, upbeat, beatboxing",sample_0629
electronic drums,"meditative, nostalgic","jazz, orchestral","slow to medium tempo, groovy rhythm, groovy, rhythmic speech","electronic drums, meditative, nostalgic, jazz, orchestral, slow to medium tempo, groovy rhythm, groovy, rhythmic speech",sample_0630
"female vocal, drums",melancholic,rock music,"upbeat, fast tempo","female vocal, drums, melancholic, rock music, upbeat, fast tempo",sample_0631
"female voice, no singer, no voice, flute","emotional, sensual, uplifting, calm, hard rock, mysterious, passionate",folk,beat boxing,"female voice, no singer, no voice, flute, emotional, sensual, uplifting, calm, hard rock, mysterious, passionate, folk, beat boxing",sample_0632
"piano, no voice, female voice, e-guitar, tambourine","calming, energetic, exciting","blues, metal, electro pop","groovy synth bass, medium fast tempo","piano, no voice, female voice, e-guitar, tambourine, calming, energetic, exciting, blues, metal, electro pop, groovy synth bass, medium fast tempo",sample_0633
"bass guitar, groovy bass",inspiring,"movie soundtrack, meditation","groovy, medium tempo","bass guitar, groovy bass, inspiring, movie soundtrack, meditation, groovy, medium tempo",sample_0634
clapping,people dancing,jazz,upbeat,"clapping, people dancing, jazz, upbeat",sample_0635
male voice singing,"intense, emotional, soothing, melancholic, funky, mellow","chill, ambient, classical, movie soundtrack, dance, pop song, soulful, metal, dance music, trance, electronic, electronic music, reggae",medium tempo,"male voice singing, intense, emotional, soothing, melancholic, funky, mellow, chill, ambient, classical, movie soundtrack, dance, pop song, soulful, metal, dance music, trance, electronic, electronic music, reggae, medium tempo",sample_0636
"claps, keyboard, groovy bass line, male singer, violin, steady drumming rhythm",romantic,dance song,uptempo,"claps, keyboard, groovy bass line, male singer, violin, steady drumming rhythm, romantic, dance song, uptempo",sample_0637
"male vocal, percussion","uplifting, exciting, emotional, romantic",electronic music,"groovy, upbeat","male vocal, percussion, uplifting, exciting, emotional, romantic, electronic music, groovy, upbeat",sample_0638
percussion,"fun, soothing, hypnotic","dance music, soulful, alternative rock, jazz, folk music, trance, movie soundtrack","rhythmic, medium tempo","percussion, fun, soothing, hypnotic, dance music, soulful, alternative rock, jazz, folk music, trance, movie soundtrack, rhythmic, medium tempo",sample_0639
"violin, claps","sad, sentimental, aggressive, uplifting, people dancing","jazz, trap, dance song, indie, pop rock, r&b","slow tempo, moderate tempo, rhythmic patter, afrobeat, 4 on the floor kick pattern, steady rhythm","violin, claps, sad, sentimental, aggressive, uplifting, people dancing, jazz, trap, dance song, indie, pop rock, r&b, slow tempo, moderate tempo, rhythmic patter, afrobeat, 4 on the floor kick pattern, steady rhythm",sample_0640
"keyboard, electric guitar, no voices",happy,"trance, blues",groovy rhythm,"keyboard, electric guitar, no voices, happy, trance, blues, groovy rhythm",sample_0641
steady drumming rhythm,"suspenseful, weird, sentimental, soft, passionate, hard rock, cheerful",classical,"groovy music, slow tempo, groovy bas slime","steady drumming rhythm, suspenseful, weird, sentimental, soft, passionate, hard rock, cheerful, classical, groovy music, slow tempo, groovy bas slime",sample_0642
"keyboard, male singer, male vocal, strings",soft rock,folk song,"medium tempo, moderate tempo, afrobeat","keyboard, male singer, male vocal, strings, soft rock, folk song, medium tempo, moderate tempo, afrobeat",sample_0643
"violin, electronic drums, steady drumming","joyful, soft, inspiring, dramatic, emotional, hard rock, romantic, calming, sentimental, aggressive","folk music, dance music, classical, rock, metal, ambient noises, electronic, trance, ballad, alternative rock",slow tempo,"violin, electronic drums, steady drumming, joyful, soft, inspiring, dramatic, emotional, hard rock, romantic, calming, sentimental, aggressive, folk music, dance music, classical, rock, metal, ambient noises, electronic, trance, ballad, alternative rock, slow tempo",sample_0644
