fname,ytid,aspect_list,caption_ground_truth,caption_writing,caption_summary,caption_paraphrase,caption_attribute_prediction,pseudo_attribute,is_crawled,author_id,start_s,end_s,audioset_positive_labels,is_balanced_subset,is_audioset_eval,filename,clap_score,fad_score
[FTdcanPJw6E]-[70-80],FTdcanPJw6E,"['folk metal' 'celtic metal' 'male vocal' 'brutal singing'
 'electric guitar' 'keyboard' 'bass guitar' 'acoustic drums' 'aggressive'
 'loud' 'violent']",This is a folk metal/Celtic metal music piece. There is a male vocalist singing in the lead using the brutal vocal technique. The electric guitar is playing the main tune with a keyboard and a bass guitar backing it. The rhythm is being played by the acoustic drums at a slightly fast tempo. The atmosphere is loud and aggressive. This piece could be used in the soundtrack of a Celtic historical drama movie during scenes of battle.,"Get ready to immerse yourself in the high-octane world of folk metal with this celtic metal masterpiece, featuring ferocious male vocals, brutal singing, raging electric guitar riffs, dynamic keyboard melodies, thunderous bass guitar, and unrelenting acoustic drums, all contributing to an aggressive, loud, and violently addictive listening experience.","A brutal and aggressive folk metal song that features celtic influences, male vocals, electric guitar, keyboard, bass guitar, acoustic drums, and violent lyrics.","This song combines the heart of traditional folk and Celtic sounds with the intensity of electric guitars, aggressive male vocals, and pounding acoustic drums to create a violent and loud masterpiece of folk metal. The addition of keyboards and bass guitar brings depth to the sound, crafting an unforgettable experience.","With a fusion of folk and celtic metal, this song brings together brutal singing and aggressive electric guitar riffs that will leave your ears ringing. The addition of traditional instruments such as bagpipes, fiddle, and whistle add a unique twist to the sound, while the pounding bass guitar and acoustic drums create a loud and violent atmosphere. Male vocals top off the track, delivering a powerful performance that will leave you wanting more.",['bagpipes' 'fiddle' 'whistle'],True,9,70,80,"/m/04rlf,/t/dd00036",False,False,FTdcanPJw6E.wav,0.627162754535675,1.056980896611853
[pwX5SArqGKU]-[260-270],pwX5SArqGKU,"['pop rock song' 'male voice' 'simple percussion' 'guitar' 'piano' 'bass'
 'backing voice' 'upbeat song' 'happy mood' 'moderate tempo']",This pop rock song features a male voice singing the main melody. A backing male voice sings the last part of the line in harmony. This is accompanied by a piano playing staccato chords. There is a momentary silence of instruments except the percussion after the chords are struck. An acoustic guitar plays chords in the background. A bass guitar plays the root notes of the chords. The percussion plays a simple beat in common time and finishes the bar with a roll. Then the drum plays with the beat with an open hi-hat. The mood of this song is happy. This song can be played in a coming of age movie.,"This pop rock song with a male voice and simple percussion is layered with a dynamic combination of guitar, piano and bass, rounded out with a backing voice, all coming together to create an upbeat and happy mood with a moderate tempo.","This pop rock song features a male voice with simple percussion, guitar, piano, bass, backing vocals, and an upbeat, happy mood at a moderate tempo.","This pop rock tune features a lively male vocal supported by unfussy percussion, dynamic guitar and piano melodies, and a driving bass line accompanied by a smooth backing voice, all culminating in a feel-good, moderately-paced bop.","This upbeat pop rock song with a moderate tempo features a male vocalist accompanied by simple percussion, guitar, piano, and bass, with backing vocals adding depth to the sound. With a happy mood and a catchy chorus, the song will have you humming along all day. The electric guitar solo perfectly complements the catchy chorus, making for a memorable musical moment.",['catchy chorus' 'electric guitar solo'],True,0,260,270,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",False,False,pwX5SArqGKU.wav,0.5543510317802429,0.9880306011635498
[TWV3YLscSaw]-[60-70],TWV3YLscSaw,"['low quality' 'passionate reverberant male vocal'
 'acoustic guitar solo melody' 'wide arpeggiated acoustic guitar melody'
 'simple bass' 'emotional' 'passionate']","The low quality recording features a passionate, reverberant male vocal singing over a wide arpeggiated acoustic guitar melody and acoustic guitar solo melody, followed by a simple bass. It sounds emotional and passionate.","Featuring a raw, low quality sound and emotive, passionate lyrics, this captivating song showcases a reverberant male vocal and stirring acoustic guitar solo melody, accompanied by a wide, arpeggiated guitar melody and simple bass line that never fail to stir the soul.","The emotionally charged song features a passionate, reverberant male vocal backed by a simple bass, wide arpeggiated acoustic guitar melody and an acoustic guitar solo that embodies a pure, passionate sound despite its low quality.","This heartfelt ballad features a raw, low-fi production, anchored by the impassioned, reverb-laden male vocals, accompanied by a delicate acoustic guitar solo melody and a sweeping, wide arpeggiated acoustic guitar riff, underscored by a gentle, simple bass and driven by the raw emotional intensity and passion of the lyrics.","This emotional ballad features a low quality, passionate and reverberant male vocal that tells a heart-wrenching story. The acoustic guitar solo melody is accompanied by a wide arpeggiated acoustic guitar melody and simple bass, while delicate piano accompaniment and sparse percussion add to the overall emotional quality of the song.","['lyrics that tell a story' 'sparse percussion'
 'delicate piano accompaniment']",True,4,60,70,"/m/02w4v,/m/04rlf",False,False,TWV3YLscSaw.wav,0.444975346326828,1.1080617195564941
[tsdNl72WVs4]-[60-70],tsdNl72WVs4,"['low quality' 'noisy' 'steel guitar melody' 'accordion melody'
 'popping sounds' 'passionate' 'happy' 'joyful']","The low quality recording features a steel guitar melody, followed by accordion melody. There are some popping sounds and it sounds passionate, happy and joyful.","This low quality, noisy track with its steel guitar and accordion melodies, popping sound effects, and a passionate vocal delivery creates a happy and joyful atmosphere.","A joyous and passionate song with low quality, noisy steel guitar and accordion melodies, accompanied by popping sounds.","Amidst pops and a low-quality sound, a passionate and joyful steel guitar and accordion melody come together in perfect harmony.","This passionate and joyful song features a steel guitar and accordion melody that blend seamlessly with the popping sounds and brass harmony. The vocals in the chorus are accompanied by an upbeat tempo that keeps the energy high, making it impossible not to dance along to this happy tune despite its low quality and noisy production.",['upbeat tempo' 'brass harmony' 'vocals in chorus'],True,4,60,70,/m/0mkg,False,False,tsdNl72WVs4.wav,0.48183193802833557,0.985128987451239
[AY_yCk4eTTI]-[60-70],AY_yCk4eTTI,"['tutorial' 'tuning' 'acoustic guitar' 'female voice'
 'instructive speaking' 'plucking']",This is a tutorial video recording on how to tune an acoustic guitar to drop D tuning. There is a female voice speaking in an instructive manner as she is plucking the chords and tuning the acoustic guitar.,This instructional tutorial features a female voice instructively speaking about tuning methods while demonstrating plucking techniques on an acoustic guitar.,"In this tutorial-style acoustic guitar song, a female voice instructs on tuning and demonstrates plucking techniques through both singing and instructive speaking.","A step-by-step tutorial with instructive speaking and plucking techniques, enveloped by the comforting melodic tones of a female voice and a beautifully tuned acoustic guitar, make this song an absolute must-listen for aspiring musicians.","The acoustic guitar sets the calming tone as the female voice fills the room, plucking the strings with expert fingerstyle technique. The instructive speaking guides the listener through the tutorial, demonstrating the open tuning and strumming patterns. The lyrics paint vivid imagery, creating a truly immersive musical experience.",['fingerstyle' 'open tuning' 'strumming' 'lyrics'],True,9,60,70,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125",False,False,AY_yCk4eTTI.wav,0.45949476957321167,0.9697323328453735
[9PMoI31ncIs]-[30-40],9PMoI31ncIs,"['house' 'disco music' 'no singer' 'electronic' 'synth' 'turntable'
 'electronic drums' 'energetic' 'dance' 'upbeat' 'club music']",This is a house music piece. There is a synth with a crisp sound playing the melody while a lot of turntable scratches can be heard in the background. An electronic drum beat with lots of snare beat repeat sounds provide the rhythm. The atmosphere is energetic and upbeat. This piece could be played at nightclubs or dance clubs.,"This fun and upbeat house track features high-energy disco music with electronic drums and pulsing synths, perfect for the club scene and dancing the night away, with no need for a vocalist - just let the turntables and electronic beats do the talking.","An upbeat and energetic electronic house disco track with no vocals, featuring synth, turntable and electronic drum elements that are perfect for dancing and club music.","This instrumental track is the perfect combination of house and disco music with electronic drums, synth melodies, and a turntable scratch. Its upbeat and energetic vibe will make you dance all night long at your favorite club without needing a singer. It's a must-have for any electronic music lover seeking some high-quality, no-vocals tunes.","This upbeat disco-house track has an energetic and electronic feel with prominent use of synth, turntable and electronic drums. There are no vocals but the funky bassline, groovy guitar riffs and catchy vocal samples make it impossible not to dance to. It's the perfect club music for those who enjoy an upbeat and funky dance vibe.",['funky bassline' 'groovy guitar riffs' 'catchy vocal samples'],True,9,30,40,"/m/04rlf,/m/0ggx5q,/t/dd00035",False,False,9PMoI31ncIs.wav,0.3532119393348694,1.3697938209969238
[nu_Bl8Pz6PE]-[50-60],nu_Bl8Pz6PE,"['instrumental' 'fast tempo' 'rhythmic beat' 'idiophone'
 'non tuned percussion' 'rock music' 'cowbell' 'percussion' 'upbeat'
 'catchy' 'punchy' 'buoyant' 'drumming' 'groovy drumming' 'snare'
 'cymbals' 'bass drums' 'cow bell' 'sound of bell' 'drumming lesson'
 'drumming tutorial']","This music is instrumental. The tempo is fast with a groovy drumming rhythm with bass drums, snares, cymbals and a Cowbell. The rhythm is upbeat, catchy, punchy and buoyant. This music is a Drumming lesson/ tutorial.","This instrumental rock song features a fast tempo and rhythmic beat filled with idiophones and non-tuned percussion, including punchy cowbell and groovy drumming on the snare, cymbals, and bass drums. With its upbeat and catchy melody and buoyant sound of bell, this track serves as the ultimate drumming tutorial and lesson for anyone looking to master the art of percussion.","This instrumental rock song features fast tempo, rhythmic beat, non-tuned percussion including cow bell and groovy drumming, punchy snare and cymbals, upbeat and buoyant style, and can serve as a great drumming lesson or tutorial.","This instrumental rock song features a lightning-fast tempo, a rhythmic beat driven by the buoyant and groovy drumming of the snare, cymbals and bass drums, as well as the iconic sound of the cowbell. With its catchy, punchy and upbeat melodies, this percussion-heavy track is primed to inspire aspiring drummers with its drumming tutorial-worthy percussion skills, including the use of idiophones and non-tuned percussion instruments.","This high-energy rock song features a fast tempo and a driving rhythmic beat. The groovy drumming with snare, cymbals, and bass drums is punchy and buoyant, enhanced by the addition of the cowbell and idophones. The electric guitar and vibrant vocals add an upbeat and catchy element to the already infectious percussion. It's the perfect tune to study for a drumming lesson or drumming tutorial while also jamming out to the sound of the bell.",['electric guitar' 'vibrant vocals'],True,7,50,60,"/m/01qbl,/m/0239kh,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",False,False,nu_Bl8Pz6PE.wav,0.48261773586273193,1.348662365098639
[LAxCq-s84F8]-[380-390],LAxCq-s84F8,"['low quality' 'fade in' 'soft reverberant female vocal' 'noisy'
 'flat female vocal' 'echoing dark rimshot' 'punchy kick'
 'groovy piano melody' 'dark' 'mellow']","The low quality recording features a flat female vocal shortly talking on a very noisy microphone, after which a song fades in. The song consists of soft, reverberant female vocal singing over echoing dark rimshots, punchy kick and groovy piano melody. Overall it has a dark and mellow vibe to it.","This song has a low-quality, noisy fade-in featuring a soft, reverberant female vocal that sometimes falls flat but is elevated by a groovy piano melody backed by an echoing, dark rimshot and punchy kick, creating a haunting and mellow atmosphere.","The song features a low quality, noisy and dark vibe with a soft reverberant female vocal that fades in and out, complemented by a flat female vocal and an echoing dark rimshot, punchy kick, groovy piano melody, and mellow atmosphere.","This atmospheric track features a haunting fade-in and low-quality, noisy instrumentation paired with the soft reverberant vocals of a female singer. The flatness of her voice contrasts with the eerie echo of the dark rimshot as the punchy kick and groovy piano melody provide a dark and mellow atmosphere.","The hauntingly beautiful, soft reverberant female vocal enters gradually, accompanied by an ethereal synth pad fade in. As the groovy piano melody kicks in with a punchy kick and echoing dark rimshot, intricate percussion builds up in the background. The dark, mellow atmosphere is laced with a noisy, flat female vocal, adding to the textured layers of this multi-dimensional production.",['ethereal synth pads' 'intricate percussion'],True,4,380,390,/m/02v2lh,False,False,LAxCq-s84F8.wav,0.5944011211395264,1.1537955290276245
[cG1dpyC8gV4]-[10-20],cG1dpyC8gV4,"['male voice' 'conversation between two people' 'tabla sound'
 'no other instruments' 'no vocal melody']",This clip features two male voices in conversation. The sound of a tabla is played. There is no music in this clip. There are no other instruments in this clip.,"This song features a male voice engaged in a conversation-like performance, accompanied only by the hypnotic beat of the tabla, with no other instruments or recognizable vocal melody.",A male voice engages in a conversational exchange over tabla beats with no other instruments or vocal melody.,"Immerse in a raw and captivating dialogue between two individuals, enhanced by the vibrant tabla beats and a striking male vocal delivery, stripping away any other distractions from an intimate musical experience.","This song features a conversation between two people with a male voice speaking in a spoken word style. The tabla sound sets an improvisational mood, and the overall minimalist vibe is highlighted by the absence of any other instruments, as well as a lack of vocal melody.",['spoken word' 'improvisational' 'minimalist'],True,0,10,20,"/m/01p970,/m/026t6,/m/0l14md",False,False,cG1dpyC8gV4.wav,0.5355777740478516,1.2112117296654419
[FYFapDVOFHg]-[440-450],FYFapDVOFHg,"['instrumental' 'fast tempo' 'harmonica solo' 'loud' 'playful' 'energetic'
 'peppy' 'happy' 'animated' 'enthusiastic' 'cheerful'
 'amplified harmonica' 'harmonica lesson' 'tutorial']","This music is an enthusiastic instrumental. The tempo is fast with an amplified harmonica solo. The music is lively, animated, happy, cheerful, energetic, enthusiastic and peppy.","This upbeat instrumental song features a fast tempo with a lively and playful vibe, featuring an energetic and amplified harmonica solo that will have you feeling happy, animated, enthusiastic, and cheerful throughout! Whether you're looking to learn some new harmonica techniques with a fun harmonica lesson/tutorial or just want to groove along to some peppy and loud harmonica music, this track is sure to get you moving and feeling the bluesy, foot-tapping energy!",The song is a playful and energetic instrumental featuring a fast tempo and an amplified harmonica solo that teaches a cheerful and peppy harmonica lesson.,"This instrumental piece boasts a lively and animated energy, with a peppy and fast tempo that will have you tapping your toes in no time. The colorful and enthusiastic harmonica solo, amplified for maximum impact, showcases a playful and cheerful vibe that feels like a harmonica lesson and tutorial all in one!","This energetic and playful instrumental track is perfect for beginners looking to learn the amplified harmonica with a harmonica lesson tutorial. A fast tempo sets the tone, accompanied by a loud and animated harmonica solo. The harmonica is joined by an upbeat rhythm guitar and dynamic drums, creating a peppy and lively feel. The bluesy vocals add to the enthusiastic and cheerful vibe of the song, making it impossible to not feel happy while listening.",['upbeat rhythm guitar' 'dynamic drums' 'bluesy vocals'],True,7,440,450,"/m/03qjg,/m/085jw",False,False,FYFapDVOFHg.wav,0.6812994480133057,0.8090825563866333
[3rbWoeUg9yo]-[30-40],3rbWoeUg9yo,"['regional mexican' 'low quality' 'wide bouncy wooden percussion'
 'wide acoustic rhythm guitar' 'harmonizing male vocals' 'groovy bass'
 'punchy kick' 'strings melody' 'passionate' 'energetic' 'groovy']","The low quality recording features a regional Mexican song that consists of harmonizing male vocals singing over wide, bouncy wooden percussion, wide acoustic rhythm guitar, groovy bass, punchy kick and strings melody. It sounds passionate, energetic and groovy.","Get ready to feel the passionate and energetic vibe of a regional Mexican hit with its low-quality sound, wide bouncy wooden percussion, groovy bass, and punchy kick, and let the wide acoustic rhythm guitar, harmonizing male vocals, and strings melody take you on a groovy journey!","This regional Mexican song showcases a wide bouncy percussion, groovy bass, and passionate harmonizing male vocals, all brought together with an energetic, groovy melody.","Experience a passionate and energetic regional Mexican track with harmonizing male vocals accompanied by low quality yet wide bouncy wooden percussion and groovy bass, perfectly complementing the wide acoustic rhythm guitar and punchy kick, all topped off with a strings melody that will leave you grooving to its groovy beat.","This regional Mexican song is defined by its low quality production and wide bouncy wooden percussion. The wide acoustic rhythm guitar sets a groovy foundation for the harmonizing male vocals to tell their passionate stories. The groovy bass and punchy kick keep the energy flowing, while the strings melody adds a touch of elegance. With the addition of trumpet solos and accordion rhythms, this song is the perfect blend of traditional and modern Mexican music.",['trumpet solos' 'accordion rhythms'],True,4,30,40,"/m/04rlf,/m/06rqw",False,False,3rbWoeUg9yo.wav,0.4125518500804901,1.30713825287406
[N4eMppEnPE0]-[260-270],N4eMppEnPE0,"['peaceful' 'calm' 'tranquil' 'meditation music' 'wind chime' 'gong'
 'diapason' 'serene']","This clip features a variety of sounds that would be suitable for meditation or at a massage parlour. The music is serene, peaceful, and calm. It features a gong, a wind-chime and a diapason.","This tranquil and peaceful meditation music features soothing sounds of wind chimes, gongs, and diapasons that create a serene and calm ambiance, perfect for relaxation and achieving inner peace.","The serene and peaceful song features tranquil wind chime and gong sounds, creating a calming meditation music with an added touch of diapason.","This beautiful meditation track brings a serene and peaceful atmosphere with tranquil wind chime melodies, deep gong tones, and a calming diapason, creating the perfect backdrop for meditation and relaxation.","This peaceful and serene meditation music is made even more tranquil with the gentle sound of wind chimes and the calming resonance of a gong and diapason. Perfect for meditation or simply relaxing and letting go, this music will transport you to a zen state of mind with its healing and soothing qualities.",[' zen' 'relaxing' 'healing' 'soothing'],True,3,260,270,/m/0l14t7,False,False,N4eMppEnPE0.wav,0.37837082147598267,1.1328960544068054
[PFtcnQqLdEc]-[270-280],PFtcnQqLdEc,"['anthem' 'amateur recording' 'theremin' 'drum rolls' 'flutes'
 'brass section' 'medium to uptempo' 'traditional']",This audio contains drum-rolls in the background playing along with a brass section and flutes. In the foreground someone is playing the same melody on a theremin. This song may be practicing playing along with an instrument.,"This traditional anthem features a medium to uptempo beat with a brass section, flutes, and even a theremin, all accompanied by energetic drum rolls and recorded in an amateur style.","This amateur recorded anthem features a dynamic mix of traditional flutes, brass section, drum rolls, and the theremin, with a medium to uptempo beat.","Picture yourself standing proudly with your fellow enthusiasts, belting out this anthem to the beat of amateur recordings, accompanied by the otherworldly wails of the theremin, explosive drum rolls, flourishing flutes, and a powerful brass section - a medium to uptempo jam with a traditional flair.","This medium to uptempo traditional anthem features a brass section, flutes, and drum rolls, along with the added elements of a theremin and amateur recording. The chorus is backed by an electric guitar, and the uplifting lyrics are sure to get you on your feet.",['chorus' 'electric guitar' 'uplifting lyrics'],True,6,270,280,"/m/04rlf,/m/07kc_",False,False,PFtcnQqLdEc.wav,0.6439951062202454,0.8452823645073608
[b6hr31Qaemg]-[130-140],b6hr31Qaemg,"['soap opera soundtrack' 'female voice' 'vocoder' 'eerie' 'unsettling'
 'loud' 'irritating']","This is a vocal performance from a soap opera soundtrack. There is a female vocalist that is singing with a heavily manipulated voice, most probably through the use of a vocoder. The volume of the track is unnecessarily loud and it peaks frequently. There is an unsettling atmosphere. It could be used in the soundtrack of a horror movie where the protagonist is slowly losing touch with reality.","This soap opera soundtrack features an eerie and unsettling female voice which is enhanced by a vocoder, creating a loud and irritating song experience.","A soap opera soundtrack featuring a vocoder-enhanced female voice that creates an eerie and unsettling atmosphere, though it is also loud and at times, irritating.","This haunting soap opera soundtrack features a female voice distorted by a vocoder, creating an eerie and unsettling tone that is only heightened by the loud and irritating production.","This haunting soap opera soundtrack features a chilling female voice that is eerily distorted by a vocoder. The dramatic strings and synthesized beats add to the unsettling feeling, while the whispered vocals are both loud and irritating, creating a truly spine-tingling experience.",['dramatic strings' 'synthesized beats' 'whispered vocals'],True,9,130,140,/m/0y4f8,False,False,b6hr31Qaemg.wav,0.38755980134010315,1.00197308125083
[b-Y-AjW6MJ0]-[0-10],b-Y-AjW6MJ0,"['low quality' 'rock' 'flat female vocal' 'flat male vocal'
 'energetic crash cymbal' 'groovy bass guitar'
 'wide electric guitar chords' 'synth lead melody' 'shimmering hi hats'
 'punchy kick' 'punchy snare' 'energetic']","The low quality recording features a rock song that consists of a flat male vocal and flat female vocal talking, followed by punchy kick and snare hits, shimmering hi hats, energetic crash hits, wide electric guitar chords, groovy bass guitar and synth lead melody. It sounds energetic.","This energetic rock song features low quality production and flat male and female vocals, with a groovy bass guitar and wide electric guitar chords creating the foundation for a synth lead melody. The drums provide a driving force, with a punchy kick, punchy snare, and energetic crash cymbal, while shimmering hi hats add a touch of shimmer and sparkle to the overall sound.","An energetic rock song with low quality, flat female and male vocals, groovy bass guitar, wide electric guitar chords, synth lead melody, and punchy drums featuring an energetic crash cymbal, shimmering hi hats, punchy kick, and punchy snare.","Get ready for an energetic rock experience with low quality vocals from both male and female singers, complemented by a groovy bass guitar and wide electric guitar chords. The synth lead melody and shimmering hi hats add a unique touch to the song, while the punchy kick and snare provide a punchy foundation for the energetic crash cymbal. This song is guaranteed to get you grooving!","This energetic rock song features punchy drums and a groovy bass guitar, with wide electric guitar chords and a shimmering synth lead melody. The flat female and male vocals add to the raw, low quality feel of the track, while the energetic crash cymbals and punchy kick and snare keep the song moving forward. The song also incorporates powerful distorted guitar riffs and fast-paced drum fills, giving it an extra edge. The fuzzy bass tones and electronic dance beat add to the overall groovy and energetic vibe.","['powerful distorted guitar riffs' 'fast-paced drum fills'
 'fuzzy bass tones' 'electronic dance beat']",True,4,0,10,"/m/04rlf,/m/05rwpb,/m/09x0r",False,False,b-Y-AjW6MJ0.wav,0.49297064542770386,0.9777366405922607
[q6GBCmLxNIk]-[30-40],q6GBCmLxNIk,"['first violin solo' 'string section' 'opera hall' 'great composers'
 'beautiful music' 'legendary violinists' 'tense' 'eerie'
 'philharmonic orchestra' 'conductor' 'cellos' 'violas' 'violins'
 'lead melody' 'instrumental music' 'string orchestra'
 'western classical music' 'vibrato' 'violin virtuoso' 'greta composers'
 'melancholic music' 'romantic' 'emotional' 'heartfelt' 'the good life'
 'passionate']",The song is an instrumental. The tempo is medium with a string section accompanying the first violin playing a melancholic melody. The song is emotional and melancholic. The song is a classic western classical music piece.,"Experience the pinnacle of western classical music with a captivating first violin solo and haunting vibrato accompanied by a masterpiece string section composed by the great composers of generations past, all presented in a grand opera hall by a philharmonic orchestra led by a talented conductor, and featuring the stirring lead melody of the violin virtuosos, cellos, violas, and violins, delivering a deeply emotional, romantic, and heartfelt instrumental music that is both tense and eerie, leaving guests in awe of the incredible talent and passionate performance, all while enjoying the good life.","This emotionally-charged instrumental piece, performed by a philharmonic orchestra led by a talented conductor and featuring a hauntingly beautiful first violin solo, captures the essence of western classical music with its renowned composers and legendary violin virtuosos, evoking a sense of tension and eerie melancholy in an opera hall filled with cellos, violas, violins, and the lead melody that speaks to the heart of what it means to live a passionate, fulfilled life.","Experience the pinnacle of western classical music through the legendary violinists and great composers, as they embark on a tense and eerie journey that fills the opera hall with beautiful music accompanied by the stunning string section of the philharmonic orchestra; led by the violin virtuoso's first solo that echoes with a heartfelt and emotional vibrato, complemented by the violas, cellos, and violins of the string orchestra, under the leadership of the passionate conductor, creating a melancholic yet romantic symphony that embodies the very essence of the good life.","The first violin solo that leads the string section in the grand opera hall brings to life the beautiful music of great composers and legendary violinists. With the tense and eerie atmosphere created by the philharmonic orchestra under the conductor's lead, the cellos, violas, and violins weave together to create a lead melody that fills the air. As the instrumental music of the string orchestra fills the hall, bringing forth the rich tones of western classical music, the vibrato of the violin virtuoso leaves everyone spellbound. The melancholic music soon turns romantic, and emotions run high as the heartstrings of each listener are plucked, all a testament to the good life. This is an experience best savored, and the passionate orchestration, complete with dynamic shifts, harmonies, and a mesmerizing piano accompaniment, will leave you wanting more.",['harmonies' 'piano accompaniment' 'dynamic shifts'],True,1,30,40,"/m/02qmj0d,/m/05pd6",False,False,q6GBCmLxNIk.wav,0.6690636873245239,1.187624025960608
[ZTf9i8y5muo]-[120-130],ZTf9i8y5muo,"['industrial dance' 'techno' 'no singer' 'instrumental' 'strong bass'
 'electronic drums' 'fast tempo' 'energetic']",This is an industrial dance music piece. There is no singer in this piece. It has a strong and repetitive bass sound. The rhythmic background consists of a fast-paced electronic drum beat. The piece has an energetic atmosphere. It could be played at nightclubs or dance clubs.,"Get ready to experience a high-energy instrumental ride with an industrial dance and techno fusion, featuring strong bass, electronic drums and a fast tempo that will keep you moving and grooving without the need for a singer in sight.","An energetic, fast-tempo industrial dance and techno instrumental with strong bass and electronic drums.","Unleash your inner dancing machine with this electrifying instrumental track featuring a blend of industrial dance and techno beats, propelled by a strong bass and electronic drums at a fast tempo that will leave you brimming with energy.","This instrumental track has a dark and futuristic feel to it, driven by a strong bass and electronic drums. With an industrial dance and techno vibe, the synth elements complement the driving beat perfectly. The fast tempo and energetic sound give the track a sense of urgency and motion, making it perfect for high-energy events and productions.",['synth' 'dark' 'futuristic'],True,9,120,130,"/m/02lkt,/m/04rlf,/m/08cyft",False,False,ZTf9i8y5muo.wav,0.5460894107818604,1.2111930138069824
[5hyRWertUbI]-[250-260],5hyRWertUbI,"['shrill' 'metallic' 'steady tempo' 'experimental' 'electronic' 'techno'
 'harsh' 'lo-fi' 'trashy' 'distorted' 'cold' 'broken' 'distant']","A trashy, lo-fi sounding experimental techno track with a steady tempo and shrill, metallic sounds. The mood is cold and distant. Everything sounds a little broken.","This experimental electronic techno track features a steady tempo with harsh, shrill metallic tones and distorted, lo-fi effects that create a cold, broken, and distant atmosphere, all while maintaining a trashy, experimental edge.","This song features a shrill and metallic sound with a steady tempo, experimental and electronic elements, harsh and distorted lo-fi beats, a trashy and cold vibe, and a broken and distant feel.","The experimental and electronic techno song features a steady tempo accompanied by shrill metallic notes and harsh, distorted lo-fi beats that create a cold and broken atmosphere, reinforced by trashy and distant soundscapes.","This experimental electronic/techno track is an ambient and distant soundscape featuring a steady, repetitive beat, harsh and metallic synths, trashy and distorted samples, and a cold and lo-fi atmosphere. The use of experimental elements creates a futuristic and industrial mood to the piece.",['repetitive' 'industrial' 'futuristic'],True,8,250,260,"/m/02lkt,/m/04rlf,/m/08cyft,/m/08p9q4",False,False,5hyRWertUbI.wav,0.278291255235672,1.5399007088143066
[s_LMd1_XN1w]-[30-40],s_LMd1_XN1w,"['violin' 'slow music' 'sad music' 'piano' 'classical music'
 'instrumental' 'sombre']",This song is a classical music instrumental. The two main instruments it features are piano and violin - the piano plays arpeggiated chords while the violin plays legato notes. The song has a sombre and emotional tone to it.,"This sombre and melancholic piece of instrumental classical music features the mournful sound of a violin and slow, sad piano notes, perfectly encompassing a feeling of heartbreak and despair.",The sombre and sad instrumental song features slow and classical music played on piano and violin.,"The melancholic instrumental piece, featuring a sorrowful violin and sombre piano, conveys the emotions of heartache through its slow, classical composition.","This instrumental piece features a sorrowful violin and melancholy cello, creating a sombre atmosphere with a hint of ethereal strings. It's a slow and classical piece with a blend of piano, creating an ambient feeling that evokes a deep sense of sadness.",['cello' 'strings' 'melancholy' 'ethereal' 'ambient'],True,3,30,40,"/m/01xqw,/m/02fsn,/m/0l14_3",False,False,s_LMd1_XN1w.wav,0.47936588525772095,1.1670301443535522
[j-TVVmVmygg]-[300-310],j-TVVmVmygg,"['low quality' 'car passing by' 'arpeggiated acoustic guitar melody'
 'emotional' 'sad' 'heartfelt' 'noisy']","The low quality recording features an arpeggiated acoustic guitar melody and some cars passing by sounds in the background. It sounds heartfelt, emotional and sad. The recording is noisy.","In this emotionally charged and heartfelt song, an arpeggiated acoustic guitar melody unfolds against the backdrop of passing cars and a low-quality recording, creating a noisy yet poignant expression of sadness.","A melancholic and emotive acoustic guitar melody is marred by background noise of passing cars resulting in a low quality, yet heartfelt and sad song.","With its raw and low quality production, this emotional and heartbreaking tune features a beautifully arpeggiated acoustic guitar melody, amidst the noisy ambiance of passing cars - evoking a deep and heartfelt sense of sadness.","This heartfelt and emotional song features a melancholic acoustic guitar melody accompanied by echoey piano chords. The vocals express the sadness and the noise of car passing by, adding to the melancholic atmosphere.",['melancholic vocals' 'echoey piano chords'],True,4,300,310,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y",False,False,j-TVVmVmygg.wav,0.4584558606147766,0.8225791341263489
