aspect_list,original_aspect_list,temperature,generated_tempo_tags,generated_genre_tags,generated_mood_tags,generated_instrument_tags,id
"['classical music', 'electronic', 'ethereal', 'fast tempo', 'hip hop', 'male voice', 'no voices']","['happy', 'pop', 'guitar']",1.0,['fast tempo'],"['hip hop', 'classical music', 'electronic']",['ethereal'],"['no voices', 'male voice']",655367c2a4efca5d7e1e212b93484e5d
"['classical', 'digital drums', 'emotional', 'flat male vocal', 'jazz', 'medium to uptempo', 'passionate', 'passionate female vocal', 'uptempo']","['piano', 'happy', 'jazz', 'classical']",1.0,"['uptempo', 'medium to uptempo']",['jazz'],"['emotional', 'passionate']","['flat male vocal', 'passionate female vocal', 'digital drums']",28f88b38096ee7325b7d5f332dc33fdf
"['cinematic', 'male voice', 'passionate', 'piano', 'positive', 'slow tempo', 'trumpets']","['pop', 'funk', 'guitar']",0.5,['slow tempo'],['cinematic'],"['passionate', 'positive']","['male voice', 'piano', 'trumpets']",c8490824ff2488d3812881a0db26d02a
"['drums', 'medium tempo', 'playful', 'reggae']","['dance', 'drums', 'violin', 'energetic']",1.0,['medium tempo'],['reggae'],['playful'],[],28c755a8f25b3c8d5030d363c5a0befc
"['dramatic', 'electronic', 'medium to uptempo', 'violin']","['bass', 'electronic', 'funk', 'jazz', 'violin']",0.75,['medium to uptempo'],[],['dramatic'],[],f630446555fe81b38e66194e0c5f7cae
"['dance', 'drums', 'energetic', 'happy mood', 'medium to uptempo', 'percussion', 'playful', 'techno', 'trumpets']","['drums', 'classical', 'emotional', 'violin', 'piano']",0.75,['medium to uptempo'],"['techno', 'dance']","['happy mood', 'energetic', 'playful']","['trumpets', 'percussion']",9dcc9dd08197683ae00be704145d0953
"['classical', 'classical music', 'emotional', 'flat male vocal', 'orchestra', 'shimmering shakers', 'uptempo']","['electronic', 'energetic', 'guitar']",1.0,['uptempo'],"['classical music', 'classical']",['emotional'],"['orchestra', 'flat male vocal', 'shimmering shakers']",df9d9a3b3c21a7e7b136e60a2ae2a4b4
"['classical', 'emotional', 'orchestral', 'passionate', 'piano', 'slower tempo', 'strings', 'violin']","['classical', 'emotional', 'orchestral', 'violin', 'piano']",0.75,['slower tempo'],['classical'],"['passionate', 'emotional']","['violin', 'strings']",504758a4e765ce43b0993ddb465b7830
"['acoustic guitar', 'drums', 'energetic', 'funky', 'medium to uptempo', 'piano', 'pop', 'trumpets']","['energetic', 'drums', 'bass', 'rock', 'pop']",2.0,['medium to uptempo'],[],"['funky', 'energetic']","['acoustic guitar', 'trumpets', 'piano']",f72db27549678c55e3ce82a5cf70bc81
"['dance', 'electronic drums', 'fun', 'funk', 'groovy', 'punchy snare', 'shimmering shakers']","['dance', 'happy', 'rock', 'piano']",1.25,['groovy'],[],"['funk', 'fun']","['punchy snare', 'electronic drums', 'shimmering shakers']",ba75063ccf8dba1ca3341c798355ffa0
"['dance', 'drums', 'fun', 'uptempo']","['dance', 'drums', 'pop', 'energetic']",0.75,['uptempo'],[],['fun'],['drums'],82a9882f3cd7797710d7fe28f776dd24
"['dance music', 'electronic drums', 'energetic', 'groovy', 'keyboard harmony', 'passionate']",[],2.0,['groovy'],['dance music'],"['energetic', 'passionate']","['keyboard harmony', 'electronic drums']",29816e32d9a2b8b83094e453e61028e1
"['acoustic guitar', 'clapping', 'classical', 'uplifting', 'uptempo']","['emotional', 'piano', 'classical']",1.5,['uptempo'],['classical'],['uplifting'],"['clapping', 'acoustic guitar']",6dc1abc2b1b5079359d0ce05988945ba
"['bass', 'groovy', 'indie', 'sad', 'slow tempo']","['drums', 'bass', 'rock', 'emotional', 'indie']",0.75,"['slow tempo', 'groovy']",[],['sad'],[],c66cacc55a5d5d8350df6c11090a2c8f
"['e-bass', 'fast tempo', 'harsh', 'rock']",[],2.0,['fast tempo'],['rock'],['harsh'],['e-bass'],3a3fe2267153b34f500f6ba1e2776b6f
"['bass', 'emotional', 'rock', 'slow tempo']","['drums', 'bass', 'rock', 'pop', 'happy']",1.0,['slow tempo'],[],['emotional'],[],8bedbd574be7b23ce1e2a18537dddb1b
"['dance', 'electronic drums', 'emotional', 'groovy', 'medium tempo', 'percussion']","['electronic', 'energetic', 'bass']",1.0,"['medium tempo', 'groovy']",['dance'],['emotional'],"['percussion', 'electronic drums']",1f1c33625da74e608bdee6072bcf3998
"['dramatic', 'female vocal', 'folk', 'medium tempo', 'medium to uptempo', 'playful', 'rhythm', 'slow tempo', 'soothing', 'violin']","['folk', 'energetic', 'drums', 'violin', 'piano']",0.5,"['medium to uptempo', 'slow tempo', 'rhythm', 'medium tempo']",['folk'],"['playful', 'dramatic', 'soothing']",['female vocal'],504b3bc65d1b40d28831a1b7050ea2b6
"['bass', 'dance song', 'happy mood', 'jazz', 'male voice', 'moderate tempo', 'percussion', 'playful', 'upbeat', 'uptempo']","['energetic', 'drums', 'bass', 'dance', 'keyboard', 'piano']",1.0,"['moderate tempo', 'uptempo', 'upbeat']","['jazz', 'dance song']","['playful', 'happy mood']","['percussion', 'male voice']",3641390034f8cec22c79b516ab251f1a
"['electric guitar', 'female singer', 'groovy', 'medium tempo', 'movie soundtrack', 'passionate']",[],2.0,"['medium tempo', 'groovy']",['movie soundtrack'],['passionate'],"['electric guitar', 'female singer']",c0e3049ad17de07ddb699d4f468138c5
"['country music', 'exciting', 'fast tempo', 'joyful', 'violin']","['drums', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",1.5,['fast tempo'],['country music'],"['exciting', 'joyful']",[],317c7558cbeef1ce474221d27fa088ed
"['ambient', 'claps', 'digital drums', 'energetic', 'medium fast tempo']","['ambient', 'piano', 'happy', 'classical']",2.0,['medium fast tempo'],[],['energetic'],"['digital drums', 'claps']",f1fac517e16b8fa49f3323539a2fc093
"['acoustic guitar', 'dance music', 'dreamy', 'drums', 'male voice', 'medium tempo', 'romantic', 'soulful']","['drums', 'bass', 'guitar', 'funk', 'rock', 'keyboard']",2.0,['medium tempo'],"['dance music', 'soulful']","['romantic', 'dreamy']","['male voice', 'acoustic guitar']",4bcd476b4337210804e928a98011d9f2
"['classical', 'classical music', 'emotional', 'fast tempo', 'piano', 'piano accompaniment']","['electronic', 'energetic', 'piano']",0.75,['fast tempo'],"['classical', 'classical music']",['emotional'],"['piano accompaniment', 'piano']",fa062892b1d18efa174fefbdd5fbe106
"['digital drums', 'emotional', 'flat male vocal', 'male voice singing', 'medium tempo', 'orchestral', 'pop', 'uptempo']","['emotional', 'strings', 'orchestral', 'classical']",2.0,"['uptempo', 'medium tempo']",['pop'],['emotional'],"['digital drums', 'male voice singing', 'flat male vocal']",9ea49b62136700cd4b41fedd46b15b95
"['calming', 'classical', 'emotional', 'fast tempo', 'flat male vocal', 'gentle', 'groovy bass', 'guitar solo', 'intense', 'passionate', 'slow tempo']","['emotional', 'strings', 'orchestral', 'classical']",0.5,"['fast tempo', 'slow tempo']",[],"['emotional', 'passionate', 'gentle', 'calming', 'intense']","['flat male vocal', 'groovy bass', 'guitar solo']",fbe976ec3bc08c4ef0937e17f22a6b00
"['drums', 'e-bass', 'energetic', 'passionate', 'rock music', 'soothing', 'uptempo']","['ambient', 'emotional', 'piano']",1.25,['uptempo'],['rock music'],"['passionate', 'energetic', 'soothing']","['drums', 'e-bass']",70f69b92f1d9136973de4227c06bbfcc
"['bass', 'cheerful', 'energetic', 'fast tempo', 'happy mood', 'techno']",[],2.0,['fast tempo'],['techno'],"['energetic', 'happy mood', 'cheerful']",['bass'],c96eab1f9001e2b6ec2b23d23cc6fe74
"['dance music', 'male voice', 'medium to uptempo', 'passionate']","['emotional', 'piano', 'classical']",1.5,['medium to uptempo'],['dance music'],['passionate'],['male voice'],36c374e1a73a2030d4eaff9fa81673fd
"['drums', 'energetic', 'medium to uptempo', 'pop', 'rock']","['drums', 'bass', 'guitar', 'funk', 'pop', 'keyboard', 'indie']",1.0,['medium to uptempo'],['rock'],['energetic'],[],72c6c9c9bd56022adbfeee082eb8fb38
"['drums', 'exciting', 'hip hop', 'medium tempo', 'uptempo']","['ambient', 'emotional', 'bass']",2.0,"['medium tempo', 'uptempo']",['hip hop'],['exciting'],['drums'],76d80adc3bdbdd0f40bc89854f671f2a
"['classical music', 'gospel', 'groovy', 'keyboard', 'movie music', 'no singer', 'spiritual', 'strings']","['drums', 'bass', 'funk', 'keyboard', 'jazz', 'violin', 'piano']",1.5,['groovy'],"['movie music', 'classical music', 'gospel']",['spiritual'],"['no singer', 'strings']",f256e08901b38e41543d5f58f7418e86
"['emotional', 'gospel', 'groovy', 'groovy rhythm', 'keyboard', 'medium tempo', 'no voice', 'spiritual']","['happy', 'pop', 'guitar']",1.5,"['groovy', 'groovy rhythm', 'medium tempo']",['gospel'],"['emotional', 'spiritual']","['no voice', 'keyboard']",1a73c5e69aaeb9c3920b16dd4752c2fd
"['classical', 'emotional', 'flute', 'medium tempo', 'piano', 'soothing', 'violin']",[],2.0,['medium tempo'],['classical'],"['emotional', 'soothing']","['flute', 'piano', 'violin']",52f002e8cf2c3709b631a3ac34fed560
"['ambient noises', 'hard rock', 'medium tempo', 'mellow', 'no percussion']","['electronic', 'happy', 'piano']",0.5,['medium tempo'],['ambient noises'],"['hard rock', 'mellow']",['no percussion'],b386ad0fb0b050822d5b7917cb320c63
"['classical', 'energetic', 'folk', 'happy', 'joyful', 'orchestra', 'upbeat']","['strings', 'happy', 'folk', 'orchestral']",1.5,['upbeat'],['classical'],"['happy', 'energetic', 'joyful']",['orchestra'],8fdad842ac9062ee16fc9fdbab7e9fcc
"['bass guitar', 'movie music', 'slower to medium tempo', 'weird']","['emotional', 'folk', 'guitar']",1.0,['slower to medium tempo'],['movie music'],['weird'],['bass guitar'],41de29b88f7d04d4445bb403d2384a0f
"['acoustic drums', 'energetic', 'groovy', 'medium tempo', 'r&b', 'upbeat']",[],2.0,"['upbeat', 'groovy', 'medium tempo']",['r&b'],['energetic'],['acoustic drums'],09160d3dac902ac21d32aa3a264cd816
"['dance', 'eerie', 'electronic music', 'energetic', 'exciting', 'fun', 'medium tempo', 'passionate', 'piano', 'trumpets', 'upbeat']","['drums', 'guitar', 'funk', 'jazz', 'piano']",2.0,"['upbeat', 'medium tempo']","['dance', 'electronic music']","['passionate', 'eerie', 'exciting', 'energetic', 'fun']",['trumpets'],9fc90570eef7b71a4af8736e32740de7
"['calming', 'cinematic', 'male voice', 'spiritual', 'uptempo']","['emotional', 'piano', 'classical']",1.25,['uptempo'],['cinematic'],"['spiritual', 'calming']",['male voice'],86e40adb316d67a4a088ef6d1106774e
"['dance', 'energetic', 'fun', 'groovy', 'groovy bass', 'joyful', 'passionate']",[],2.0,['groovy'],['dance'],"['energetic', 'passionate', 'joyful', 'fun']",['groovy bass'],7ee88d4d16bc8fe175f300abf24d437a
"['cinematic', 'classical', 'happy', 'joyful', 'orchestra', 'passionate', 'uptempo']","['energetic', 'violin', 'orchestral', 'classical']",1.25,['uptempo'],['cinematic'],"['joyful', 'passionate', 'happy']",['orchestra'],735da354ae82a9f38988a295a1226de2
"['classical', 'emotional', 'fast tempo', 'female singer', 'medium tempo']",[],2.0,"['medium tempo', 'fast tempo']",['classical'],['emotional'],['female singer'],67591e5e8ba50a187791d7f06d123a1e
"['ambient', 'dark', 'electronic music', 'energetic', 'medium tempo', 'percussion', 'steady drumming rhythm']","['electronic', 'energetic', 'drums']",0.5,['medium tempo'],"['electronic music', 'ambient']","['dark', 'energetic']","['percussion', 'steady drumming rhythm']",fb595045d5861dc091a85d8fb28df9ad
"['bass', 'emotional', 'hard rock', 'pop', 'rock', 'slow tempo']","['drums', 'bass', 'guitar', 'rock', 'emotional', 'pop', 'indie']",1.5,['slow tempo'],['rock'],"['emotional', 'hard rock']",[],da15059cf1ac96db9d1bab902e869c32
"['drums', 'energetic', 'male singer', 'medium tempo', 'movie soundtrack']","['happy', 'pop', 'guitar']",0.5,['medium tempo'],['movie soundtrack'],['energetic'],"['male singer', 'drums']",d87c73d0daf8fd2f21cd9142762a230f
"['dreamy', 'guitar', 'male voice', 'mellow', 'reggae', 'slow tempo', 'soothing']","['drums', 'bass', 'guitar', 'funk', 'keyboard', 'jazz', 'violin']",2.0,['slow tempo'],['reggae'],"['soothing', 'dreamy', 'mellow']",['male voice'],08af857e1b57752df04dfea6b7b25fb0
"['electric guitar', 'folk music', 'groovy', 'male vocal', 'male vocalist', 'medium fast tempo', 'melancholic', 'slow tempo']",[],2.0,"['slow tempo', 'groovy', 'medium fast tempo']",['folk music'],['melancholic'],"['electric guitar', 'male vocal', 'male vocalist']",657f89b948f9ce71de16b1e6bfc064c0
"['drums', 'electronic drums', 'energetic', 'rock music', 'trumpets', 'uptempo']","['energetic', 'drums', 'metal', 'bass']",1.5,['uptempo'],['rock music'],['energetic'],"['electronic drums', 'trumpets']",3482005c59a64e403c2d4c00e6893148
"['dreamy', 'drums', 'electric guitar', 'indie', 'medium tempo', 'pop']","['drums', 'bass', 'rock', 'emotional', 'indie']",1.0,['medium tempo'],['pop'],['dreamy'],['electric guitar'],0d27e572e764499a21dd206317aa4011
"['dance', 'drums', 'e-guitar', 'medium to uptempo', 'pop', 'uplifting']","['energetic', 'drums', 'bass', 'dance', 'pop']",1.5,['medium to uptempo'],['dance'],['uplifting'],['e-guitar'],8f1fd5b8df3caac6b04bd0f1999b2f85
"['bass', 'male voice', 'movie soundtrack', 'slow tempo', 'spiritual']","['drums', 'bass', 'dance', 'keyboard', 'happy']",1.0,['slow tempo'],['movie soundtrack'],['spiritual'],['male voice'],2a1244bf96987469440e4f9245ce9141
"['acoustic guitar', 'groovy', 'house', 'hypnotic', 'slow tempo', 'uptempo']","['energetic', 'bass', 'trance', 'pop', 'house']",1.0,"['uptempo', 'groovy', 'slow tempo']",[],['hypnotic'],['acoustic guitar'],da942c29819234fc09171567eed8b701
"['drums', 'electronic music', 'energetic', 'folk music', 'male voice', 'passionate', 'slow tempo', 'soothing', 'soulful']","['happy', 'pop', 'piano']",0.5,['slow tempo'],"['folk music', 'soulful', 'electronic music']","['passionate', 'energetic', 'soothing']","['male voice', 'drums']",fd96d53291d83604c90cde7832ab6526
"['acoustic drums', 'aggressive', 'electronic', 'electronic drums', 'fast tempo', 'male voice', 'upbeat']","['electronic', 'violin', 'house', 'funk']",1.25,"['fast tempo', 'upbeat']",[],['aggressive'],"['electronic drums', 'acoustic drums', 'male voice']",f7c15ac07de2b3e33df2f61df3dff13d
"['e-bass', 'eerie', 'medium tempo', 'rock', 'slow tempo']",[],2.0,"['slow tempo', 'medium tempo']",['rock'],['eerie'],['e-bass'],4e2fc8923f545fc080d292ea8c14d5b0
"['ambient', 'fun', 'happy', 'medium tempo', 'no voices', 'soothing']",[],2.0,['medium tempo'],['ambient'],"['fun', 'happy', 'soothing']",['no voices'],0c4a9bde3304b8475a345b22bc116dcf
"['classical', 'medium tempo', 'orchestra', 'passionate']","['dance', 'bass', 'funk']",0.5,['medium tempo'],['classical'],['passionate'],['orchestra'],d9f0cf4e8f31aca96b7a46bcce96d0ba
"['aggressive', 'dramatic', 'electronic', 'energetic', 'flute', 'meditation', 'percussion', 'pop', 'uptempo']","['electronic', 'happy', 'pop', 'piano']",2.0,['uptempo'],"['pop', 'meditation']","['dramatic', 'aggressive', 'energetic']","['flute', 'percussion']",1038b97d2b24796f0a8bb69e40ac84fe
"['dance', 'energetic', 'exciting', 'fun', 'happy', 'male voice', 'medium fast tempo', 'upbeat']",[],2.0,"['upbeat', 'medium fast tempo']",['dance'],"['energetic', 'fun', 'happy', 'exciting']",['male voice'],0be354b69c65dfa87f0239405acf3ce8
"['classical', 'male voice', 'romantic', 'uptempo']","['emotional', 'pop', 'guitar']",1.5,['uptempo'],['classical'],['romantic'],['male voice'],c8776d91ce4f8f654717603db340a083
"['acoustic guitar', 'medium to uptempo', 'orchestra', 'reggae', 'uplifting']","['emotional', 'piano', 'classical']",0.75,['medium to uptempo'],['reggae'],['uplifting'],"['orchestra', 'acoustic guitar']",e08d8f6b02bae5dc25e934ef9f346941
"['acoustic guitar', 'dance', 'funky', 'medium tempo', 'spiritual']","['emotional', 'piano', 'classical']",2.0,['medium tempo'],['dance'],"['funky', 'spiritual']",['acoustic guitar'],5c7b39c22bef94382214594390b21b80
"['bass', 'happy mood', 'hard rock', 'male voice', 'slow tempo', 'techno']","['drums', 'energetic', 'indie', 'bass']",0.5,['slow tempo'],['techno'],"['happy mood', 'hard rock']",['male voice'],2ed20d8e36d66d5b41eda1d8f018e2cc
"['bass guitar', 'drums', 'fast tempo', 'latin dance music', 'passionate', 'piano', 'rock', 'slow tempo', 'soulful']","['energetic', 'drums', 'bass', 'rock', 'indie']",1.0,"['fast tempo', 'slow tempo']","['latin dance music', 'soulful']",['passionate'],"['bass guitar', 'piano']",0394d53720fdeabe88d171384615399d
"['calming', 'cinematic', 'digital drums', 'e-bass', 'medium tempo', 'punchy kick']","['emotional', 'piano', 'classical']",0.75,['medium tempo'],['cinematic'],['calming'],"['punchy kick', 'e-bass', 'digital drums']",03406f27a59cb25a8bbc1c86e8cafb1d
"['dance music', 'digital drums', 'energetic', 'medium to uptempo', 'soulful', 'techno']","['electronic', 'energetic', 'piano']",1.5,['medium to uptempo'],"['techno', 'dance music', 'soulful']",['energetic'],['digital drums'],b9a3bbd34be1ac4f29e74a161162d1c2
"['dance music', 'fast tempo', 'intense', 'male singer']","['emotional', 'piano', 'classical']",0.5,['fast tempo'],['dance music'],['intense'],['male singer'],96c69eff973fe483d6e168f8c6e3cb59
"['bass', 'dance song', 'eerie', 'happy mood', 'moderate tempo']","['drums', 'happy', 'bass', 'folk']",1.25,['moderate tempo'],['dance song'],"['happy mood', 'eerie']",[],e398a35e60a892a9bb16436db7804243
"['bass', 'classical', 'female singer', 'passionate', 'slow tempo']","['energetic', 'folk', 'guitar']",2.0,['slow tempo'],['classical'],['passionate'],"['bass', 'female singer']",37bf3fcca593b5a9e0c46cd04d25683a
"['bass', 'electric guitar', 'emotional', 'fast tempo', 'jazz', 'medium to uptempo', 'moderate tempo', 'rock', 'slow tempo', 'soulful']","['energetic', 'drums', 'bass', 'rock', 'emotional', 'indie']",0.5,"['slow tempo', 'fast tempo', 'medium to uptempo', 'moderate tempo']","['jazz', 'soulful']",[],['electric guitar'],fa68e3c67ff9455358abf421b165182f
"['blues', 'epic', 'male voice', 'moderate tempo', 'suspenseful']","['piano', 'happy', 'classical']",0.5,['moderate tempo'],['blues'],"['suspenseful', 'epic']",['male voice'],a874c2765faccaf3c2f5b0c2ff8e1844
"['e-guitar', 'folk music', 'medium tempo', 'medium to uptempo', 'percussion', 'playful']","['emotional', 'strings', 'orchestral']",0.75,"['medium to uptempo', 'medium tempo']",['folk music'],['playful'],"['percussion', 'e-guitar']",64b46475ffda5a502cce968a1830bfec
"['emotional', 'fast tempo', 'groovy', 'intense', 'jazz', 'male vocalist', 'medium tempo', 'pop', 'rhythmic acoustic guitar', 'slow tempo']",[],2.0,"['rhythmic acoustic guitar', 'fast tempo', 'groovy', 'slow tempo', 'medium tempo']","['pop', 'jazz']","['emotional', 'intense']",['male vocalist'],a8155ac2fd4fd12336b81bc03ead5898
"['energetic', 'groovy bass line', 'male singer', 'pop', 'slow tempo']",[],2.0,['slow tempo'],['pop'],['energetic'],"['groovy bass line', 'male singer']",c77944415b9d16d7d6865e28b5517c16
"['bass guitar', 'drums', 'eerie', 'electronic music', 'exciting', 'groovy']","['drums', 'bass', 'keyboard', 'happy', 'house']",2.0,['groovy'],['electronic music'],"['eerie', 'exciting']",['bass guitar'],ededd7e4244e97e58592b607797581dc
"['classical', 'dramatic', 'eerie', 'flat male vocal', 'medium to uptempo', 'piano']","['ambient', 'energetic', 'piano']",0.75,['medium to uptempo'],['classical'],"['eerie', 'dramatic']","['flat male vocal', 'piano']",b58bc331ea5189aa4d8c65d87b84095d
"['emotional', 'flat male vocal', 'keyboard', 'male voice', 'rock', 'slow tempo', 'uptempo']","['dance', 'happy', 'drums']",0.5,"['slow tempo', 'uptempo']",['rock'],['emotional'],"['flat male vocal', 'male voice', 'keyboard']",9dc95fc19b1dbdc288edd84c2de4fcf9
"['dance', 'drums', 'electronic', 'funk', 'medium to uptempo']","['energetic', 'drums', 'bass', 'electronic', 'funk', 'rock', 'keyboard']",1.25,['medium to uptempo'],['dance'],[],[],9bbdbe9582f5cb07ba233db776a1d108
"['aggressive', 'electronic', 'electronic drums', 'male voice', 'slow']","['electronic', 'energetic', 'rock', 'guitar']",0.5,['slow'],[],['aggressive'],"['electronic drums', 'male voice']",484600962fe31d6c45241b49d0f02cab
"['bass', 'happy mood', 'hard rock', 'heavy metal', 'intense', 'moderate tempo', 'rock']","['bass', 'electronic', 'rock', 'happy', 'violin']",1.0,['moderate tempo'],[],"['heavy metal', 'hard rock', 'happy mood', 'intense']",[],c54e918b1bf47774b1d3c3c531ee9595
"['emotional', 'flat male vocal', 'male singer', 'no voice', 'passionate', 'rock', 'slow tempo', 'trumpets']","['piano', 'happy', 'classical']",0.5,['slow tempo'],['rock'],"['passionate', 'emotional']","['no voice', 'flat male vocal', 'trumpets', 'male singer']",2cc07e34c927254c1e38dbbe5d8b7239
"['acoustic guitar', 'country', 'joyful', 'playful', 'upbeat']",[],2.0,['upbeat'],['country'],"['joyful', 'playful']",['acoustic guitar'],f0872a2d027814ffff723e5e7fb76654
"['drums', 'hard rock', 'male voice', 'rock', 'slow tempo']","['drums', 'bass', 'rock', 'happy', 'folk']",1.0,['slow tempo'],[],['hard rock'],['male voice'],14da7f83689760f0fa86a380f4112f38
"['cheerful', 'dance music', 'drums', 'electric guitar', 'fast tempo', 'male voice', 'medium to uptempo', 'pop song']","['energetic', 'drums', 'bass', 'rock']",1.5,"['medium to uptempo', 'fast tempo']","['dance music', 'pop song']",['cheerful'],"['male voice', 'electric guitar']",f18141fb9d855dfd2c8d64a0a70a067a
"['happy', 'orchestral', 'passionate female vocal', 'percussion', 'pop', 'slow tempo']","['pop', 'funk', 'rock', 'guitar']",2.0,['slow tempo'],['orchestral'],['happy'],"['passionate female vocal', 'percussion']",ea2ef82673889d5b59abe2428ec5af88
"['emotional', 'energetic', 'groovy', 'indie', 'melancholic', 'nostalgic', 'shimmering shakers']","['piano', 'emotional', 'indie', 'classical']",1.5,['groovy'],[],"['melancholic', 'energetic', 'emotional', 'nostalgic']",['shimmering shakers'],6414e14d4d98baaa8c5141e980d4b2ee
"['ambient noises', 'drums', 'fast tempo', 'funky']","['drums', 'classical', 'emotional', 'violin', 'piano']",1.0,['fast tempo'],['ambient noises'],['funky'],[],0713cbd6bdfa56712e02d5a7b59eeb13
"['cinematic', 'classical', 'e-bass', 'orchestra', 'passionate', 'strings', 'uptempo']","['electronic', 'emotional', 'piano', 'classical']",0.75,['uptempo'],['cinematic'],['passionate'],"['strings', 'orchestra', 'e-bass']",edf8b5e0c3dacffbdec17d15b67f23be
"['acoustic guitar', 'fast tempo', 'fun', 'guitar solo', 'no singer', 'pop']",[],2.0,['fast tempo'],['pop'],['fun'],"['guitar solo', 'no singer', 'acoustic guitar']",b05607cf8dfb21a45c370b1836699729
"['bass', 'dance music', 'electronic', 'electronic music', 'happy mood', 'harsh', 'heavy metal', 'intense', 'moderate tempo', 'movie music', 'rock']","['energetic', 'drums', 'bass', 'rock']",1.0,['moderate tempo'],"['dance music', 'electronic music', 'movie music', 'electronic', 'rock']","['happy mood', 'intense', 'heavy metal', 'harsh']",[],699a33235fe0c4296e4c2a5ab4b9f37b
"['claps', 'energetic', 'exciting', 'groovy', 'groovy bass', 'passionate', 'slow tempo', 'western classical music']",[],2.0,"['slow tempo', 'groovy']",['western classical music'],"['passionate', 'exciting', 'energetic']","['claps', 'groovy bass']",2509757e96b303d8fc506beb6c3b0a19
"['aggressive', 'electronic', 'energetic', 'groovy', 'punchy kick']","['electronic', 'happy', 'pop', 'piano']",0.75,['groovy'],[],"['aggressive', 'energetic']",['punchy kick'],c4c9c36ac1db6d9f2631c620a993ad88
"['blues', 'emotional', 'intense', 'no voices', 'slow tempo']",[],2.0,['slow tempo'],['blues'],"['intense', 'emotional']",['no voices'],197a6d3dc1ac6ce150b826ff81f89313
"['classical', 'classical music', 'fast tempo', 'happy', 'no voice', 'orchestra']","['energetic', 'happy', 'violin', 'classical']",1.0,['fast tempo'],"['classical', 'classical music']",[],"['orchestra', 'no voice']",fb5fe9f772c7424bb289aeb7b866e73a
"['dance', 'drums', 'e-bass', 'electronic drums', 'energetic', 'female voice', 'medium to uptempo', 'piano', 'slower tempo', 'trumpets', 'upbeat']","['emotional', 'drums', 'bass', 'rock']",1.5,"['upbeat', 'medium to uptempo', 'slower tempo']",['dance'],['energetic'],"['electronic drums', 'piano', 'trumpets', 'e-bass', 'female voice']",bbc5a8e9af1e84650e88bced9d65c5f2
"['dark', 'drums', 'eerie', 'mysterious', 'pop', 'strings', 'uptempo']","['drums', 'bass', 'pop', 'keyboard', 'happy', 'house']",1.0,['uptempo'],[],"['dark', 'mysterious', 'eerie']",['strings'],c65b6137cccf48ba012b795499d7c36f
"['acoustic guitar', 'dance music', 'electronic music', 'exciting', 'groovy bass line', 'medium tempo', 'mysterious', 'slow tempo', 'steady drumming rhythm']",[],2.0,"['slow tempo', 'medium tempo']","['dance music', 'electronic music']","['mysterious', 'exciting']","['steady drumming rhythm', 'groovy bass line', 'acoustic guitar']",b948688be9f3e8023a518daaad546847
"['acoustic drums', 'aggressive', 'chaotic', 'electric guitar', 'electronic', 'harsh', 'punchy kick', 'uptempo']","['ambient', 'energetic', 'electronic', 'piano']",1.0,['uptempo'],[],"['chaotic', 'aggressive', 'harsh']","['acoustic drums', 'electric guitar', 'punchy kick']",606c1f1f38c0e00d12f4194bd0fbaab4
"['classical', 'fast tempo', 'flat male vocal', 'groovy', 'passionate', 'shimmering cymbals', 'uptempo']","['pop', 'funk', 'piano']",1.5,"['groovy', 'uptempo', 'fast tempo']",['classical'],['passionate'],"['shimmering cymbals', 'flat male vocal']",e9a2147d74074406c9528cdb949bedc8
"['classical', 'gentle', 'medium tempo', 'moderate tempo', 'no singer', 'no voices', 'piano', 'rapping', 'slow rock']","['electronic', 'funk', 'guitar']",1.0,"['moderate tempo', 'medium tempo', 'slow rock']","['classical', 'rapping']",['gentle'],"['piano', 'no singer', 'no voices']",8e4c6c7be5a4d27f70442513f3464091
"['bass', 'gentle', 'guitar', 'jazz', 'moderate tempo', 'no voices']","['drums', 'bass', 'guitar', 'funk', 'rock', 'jazz']",1.0,['moderate tempo'],[],['gentle'],"['no voices', 'bass']",7d047aabffaeb9604803dd2e29ccf143
"['energetic', 'groovy bass', 'medium tempo', 'pop', 'punchy kick']","['energetic', 'drums', 'electronic', 'pop', 'happy']",2.0,['medium tempo'],[],[],"['groovy bass', 'punchy kick']",1859f4fcf17d15c450b29c6956d5dd85
"['energetic', 'fast tempo', 'folk music', 'melancholic', 'no singer', 'violin']","['energetic', 'bass', 'rock']",0.5,['fast tempo'],['folk music'],"['melancholic', 'energetic']","['no singer', 'violin']",cbc4c0a0009edb5a5991b93e9a42e833
"['blues', 'fun', 'guitar', 'slow tempo']","['drums', 'bass', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",0.5,['slow tempo'],['blues'],['fun'],[],523750d31768206b9d6ca0211f78bdfa
"['bass guitar', 'drums', 'movie music', 'mysterious', 'playful', 'slow tempo']","['energetic', 'drums', 'bass', 'guitar', 'jazz']",1.0,['slow tempo'],['movie music'],"['playful', 'mysterious']",['bass guitar'],00a6bae38dbdc7490ca647d7174ede06
"['acoustic drums', 'fast tempo', 'funky', 'jazz', 'pop rock', 'upbeat']",[],2.0,"['upbeat', 'fast tempo']","['jazz', 'pop rock']",['funky'],['acoustic drums'],81e354b6c8447bb3c2cd9cb0a6a647b6
